,1,2,3,4,5,6,7,8
0,1.659043311446295,1.7332924985322995,1.0339418859915774,0.4084070449666731,0.0,0.0,2.065704758524795,0.6911503837897545
1,1.1295614035379031,1.9499540608488373,1.0737088816066382,0.8482300164692442,0.0,0.0,2.280882337537795,0.6911503837897545
2,1.8708360746096522,1.7694027589183892,1.113475877221699,0.47123889803846897,0.0,0.0,2.280882337537795,0.6911503837897545
3,1.659043311446295,1.119418071968777,1.4316118421421842,0.4084070449666731,0.0,0.0,2.323917853340395,0.6911503837897545
4,1.0942626096773438,1.119418071968777,1.0737088816066382,1.6964600329384885,0.0,0.0,2.065704758524795,0.6911503837897545
5,1.411951754422379,0.9749770304244186,1.3918448465271238,0.5340707511102649,0.0,1.8925256949336104,2.1087402743273955,0.6911503837897545
6,1.3766529605618194,1.4805206758296727,1.0737088816066382,2.0420352248333655,0.0,0.0,2.280882337537795,0.6911503837897545
7,1.3060553728407005,1.1555283323548666,1.5111458333723053,0.6283185307179586,0.0,0.0,2.4960599165507946,1.0681415022205298
8,1.553146929864617,1.3360796342853145,1.7895148026777306,1.1309733552923256,0.0,0.0,2.1087402743273955,0.6911503837897545
9,1.0236650219562249,0.9388667700383291,1.5509128289873662,0.47123889803846897,0.0,0.0,2.4960599165507946,0.9424777960769379
10,1.1295614035379031,0.9388667700383291,1.3123108552970022,0.6597344572538565,0.0,0.0,2.280882337537795,0.8482300164692442
11,1.0942626096773438,0.8666462492661497,1.5111458333723053,0.6283185307179586,0.0,0.0,2.2378468217351952,0.91106186954104
12,1.0236650219562249,1.0471975511965976,1.4316118421421842,1.0995574287564276,0.0,0.0,2.280882337537795,0.7853981633974483
13,1.7296408991674141,0.9749770304244186,1.232776864066881,1.4451326206513049,0.0,0.0,2.280882337537795,0.6911503837897545
14,1.9414336623307713,1.5166309362157624,0.9544078947614562,0.5969026041820606,0.0,0.0,1.9796337269195958,0.6911503837897545
15,1.2354577851195816,1.119418071968777,1.232776864066881,0.34557519189487723,0.0,0.0,2.1517757901299954,0.6911503837897545
16,1.2707565789801412,0.9388667700383291,1.1532428728367596,0.34557519189487723,0.0,0.0,2.1087402743273955,1.2566370614359172
17,1.659043311446295,1.2277488531270455,1.3123108552970022,0.34557519189487723,0.0,0.0,2.1948113059325953,0.8168140899333463
18,1.3766529605618194,0.7583154681078812,1.352077850912063,0.6597344572538565,0.0,0.0,2.1087402743273955,0.6911503837897545
