,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,1.0,0.854,0.002,0.001,0.711,0.903,0.984,0.007,0.478,0.345,0.665,0.015,0.0,0.015,0.08,0.305,0.611,0.0,0.0,0.226,0.001,0.0,0.114,0.573,0.978,0.776,0.976,0.0,0.0,0.045,0.001,0.891,0.771,0.454,0.247,0.488,0.971,0.11,0.0,0.0,0.001,0.0,0.004,0.453,0.823,0.535,0.0,0.0,0.03,0.014
1,0.854,1.0,0.0,0.013,0.962,0.996,0.784,0.048,0.191,0.683,0.945,0.002,0.0,0.094,0.253,0.594,0.91,0.0,0.01,0.061,0.007,0.001,0.321,0.229,0.937,0.447,0.702,0.0,0.0,0.176,0.0,0.549,0.982,0.181,0.061,0.847,0.96,0.019,0.0,0.0,0.005,0.0,0.0,0.777,0.991,0.877,0.005,0.0,0.007,0.0
2,0.002,0.0,1.0,0.005,0.0,0.0,0.015,0.003,0.175,0.0,0.0,0.972,0.65,0.0,0.0,0.0,0.0,0.239,0.013,0.453,0.03,0.116,0.0,0.152,0.003,0.057,0.007,0.149,0.321,0.0,0.934,0.022,0.0,0.222,0.353,0.0,0.0,0.623,0.615,0.162,0.049,0.747,0.98,0.0,0.001,0.0,0.014,0.247,0.874,0.939
3,0.001,0.013,0.005,1.0,0.042,0.02,0.001,0.967,0.0,0.217,0.064,0.002,0.138,0.875,0.593,0.265,0.078,0.568,0.996,0.0,0.929,0.706,0.52,0.0,0.003,0.0,0.0,0.653,0.396,0.721,0.034,0.0,0.029,0.0,0.0,0.127,0.005,0.0,0.19,0.612,0.914,0.101,0.018,0.141,0.03,0.099,0.98,0.501,0.0,0.002
4,0.711,0.962,0.0,0.042,1.0,0.93,0.591,0.111,0.122,0.83,0.996,0.0,0.0,0.16,0.352,0.774,0.986,0.001,0.042,0.027,0.018,0.0,0.495,0.146,0.81,0.289,0.572,0.0,0.0,0.319,0.0,0.408,0.998,0.106,0.031,0.943,0.885,0.005,0.0,0.0,0.007,0.0,0.0,0.899,0.987,0.964,0.026,0.0,0.002,0.001
5,0.903,0.996,0.0,0.02,0.93,1.0,0.816,0.028,0.252,0.614,0.905,0.003,0.0,0.073,0.212,0.55,0.858,0.0,0.013,0.081,0.001,0.0,0.286,0.273,0.975,0.497,0.761,0.0,0.0,0.138,0.0,0.585,0.968,0.23,0.088,0.78,0.981,0.029,0.0,0.0,0.001,0.0,0.0,0.738,0.98,0.828,0.006,0.0,0.007,0.007
6,0.984,0.784,0.015,0.001,0.591,0.816,1.0,0.0,0.63,0.252,0.554,0.028,0.0,0.013,0.048,0.191,0.488,0.0,0.0,0.298,0.0,0.0,0.065,0.663,0.941,0.876,0.996,0.0,0.0,0.024,0.002,0.941,0.668,0.541,0.32,0.375,0.914,0.176,0.0,0.0,0.0,0.0,0.002,0.362,0.738,0.444,0.0,0.0,0.06,0.031
7,0.007,0.048,0.003,0.967,0.111,0.028,0.0,1.0,0.0,0.339,0.115,0.001,0.087,0.969,0.769,0.38,0.166,0.389,0.945,0.0,0.808,0.547,0.652,0.0,0.014,0.0,0.001,0.507,0.267,0.877,0.009,0.0,0.081,0.0,0.0,0.188,0.021,0.0,0.108,0.448,0.78,0.051,0.004,0.28,0.066,0.181,0.897,0.334,0.0,0.0
8,0.478,0.191,0.175,0.0,0.122,0.252,0.63,0.0,1.0,0.02,0.091,0.309,0.011,0.0,0.0,0.012,0.084,0.0,0.0,0.864,0.0,0.0,0.001,0.994,0.351,0.923,0.691,0.0,0.001,0.0,0.082,0.834,0.148,0.995,0.905,0.053,0.321,0.713,0.005,0.001,0.0,0.028,0.127,0.029,0.161,0.073,0.0,0.0,0.439,0.334
9,0.345,0.683,0.0,0.217,0.83,0.614,0.252,0.339,0.02,1.0,0.848,0.0,0.0,0.493,0.743,0.995,0.9,0.008,0.163,0.005,0.104,0.031,0.86,0.017,0.429,0.082,0.207,0.025,0.004,0.649,0.0,0.14,0.773,0.011,0.001,0.968,0.501,0.0,0.001,0.013,0.068,0.0,0.0,0.981,0.723,0.93,0.165,0.005,0.0,0.0
