,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1.0,0.094,0.262,0.0,0.263,0.98,0.0,0.0,0.0,0.003,0.0,0.577,0.902,0.605,0.0,0.0,0.743,0.0,0.892,0.265
1,0.094,1.0,0.872,0.158,0.0,0.055,0.044,0.033,0.0,0.644,0.0,0.547,0.228,0.003,0.018,0.005,0.005,0.005,0.258,0.835
2,0.262,0.872,1.0,0.049,0.0,0.212,0.005,0.002,0.0,0.343,0.0,0.839,0.47,0.019,0.003,0.0,0.044,0.001,0.53,0.997
3,0.0,0.158,0.049,1.0,0.0,0.0,0.903,0.874,0.077,0.629,0.192,0.009,0.0,0.0,0.805,0.566,0.0,0.677,0.0,0.031
4,0.263,0.0,0.0,0.0,1.0,0.355,0.0,0.0,0.07,0.0,0.026,0.02,0.112,0.838,0.0,0.003,0.7,0.0,0.083,0.001
5,0.98,0.055,0.212,0.0,0.355,1.0,0.0,0.0,0.0,0.001,0.0,0.494,0.835,0.712,0.0,0.0,0.825,0.0,0.779,0.21
6,0.0,0.044,0.005,0.903,0.0,0.0,1.0,0.995,0.198,0.356,0.35,0.0,0.0,0.0,0.977,0.828,0.0,0.878,0.0,0.005
7,0.0,0.033,0.002,0.874,0.0,0.0,0.995,1.0,0.269,0.324,0.421,0.0,0.0,0.0,0.981,0.884,0.0,0.921,0.0,0.005
8,0.0,0.0,0.0,0.077,0.07,0.0,0.198,0.269,1.0,0.002,0.961,0.0,0.0,0.011,0.335,0.509,0.002,0.488,0.0,0.0
9,0.003,0.644,0.343,0.629,0.0,0.001,0.356,0.324,0.002,1.0,0.013,0.09,0.022,0.0,0.238,0.133,0.0,0.138,0.02,0.295
10,0.0,0.0,0.0,0.192,0.026,0.0,0.35,0.421,0.961,0.013,1.0,0.0,0.0,0.006,0.51,0.758,0.001,0.693,0.0,0.0
11,0.577,0.547,0.839,0.009,0.02,0.494,0.0,0.0,0.0,0.09,0.0,1.0,0.839,0.102,0.0,0.0,0.179,0.0,0.874,0.867
12,0.902,0.228,0.47,0.0,0.112,0.835,0.0,0.0,0.0,0.022,0.0,0.839,1.0,0.351,0.0,0.0,0.492,0.0,0.992,0.53
13,0.605,0.003,0.019,0.0,0.838,0.712,0.0,0.0,0.011,0.0,0.006,0.102,0.351,1.0,0.0,0.0,0.975,0.0,0.285,0.021
14,0.0,0.018,0.003,0.805,0.0,0.0,0.977,0.981,0.335,0.238,0.51,0.0,0.0,0.0,1.0,0.942,0.0,0.961,0.0,0.005
15,0.0,0.005,0.0,0.566,0.003,0.0,0.828,0.884,0.509,0.133,0.758,0.0,0.0,0.0,0.942,1.0,0.0,0.998,0.0,0.001
16,0.743,0.005,0.044,0.0,0.7,0.825,0.0,0.0,0.002,0.0,0.001,0.179,0.492,0.975,0.0,0.0,1.0,0.0,0.41,0.05
17,0.0,0.005,0.001,0.677,0.0,0.0,0.878,0.921,0.488,0.138,0.693,0.0,0.0,0.0,0.961,0.998,0.0,1.0,0.0,0.0
18,0.892,0.258,0.53,0.0,0.083,0.779,0.0,0.0,0.0,0.02,0.0,0.874,0.992,0.285,0.0,0.0,0.41,0.0,1.0,0.571
19,0.265,0.835,0.997,0.031,0.001,0.21,0.005,0.005,0.0,0.295,0.0,0.867,0.53,0.021,0.005,0.001,0.05,0.0,0.571,1.0
