,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,1.0,0.896,0.014,0.006,0.77,0.93,0.983,0.028,0.601,0.436,0.733,0.031,0.0,0.045,0.151,0.402,0.677,0.0,0.003,0.335,0.001,0.0,0.216,0.639,0.988,0.832,0.977,0.0,0.0,0.105,0.002,0.897,0.844,0.531,0.38,0.571,0.968,0.195,0.0,0.0,0.0,0.0,0.008,0.57,0.872,0.677,0.004,0.0,0.087,0.059
1,0.896,1.0,0.001,0.044,0.981,0.996,0.804,0.101,0.307,0.737,0.965,0.003,0.0,0.174,0.347,0.69,0.918,0.0,0.044,0.117,0.02,0.002,0.434,0.344,0.955,0.56,0.779,0.001,0.0,0.266,0.0,0.636,0.985,0.27,0.139,0.854,0.978,0.07,0.0,0.0,0.019,0.0,0.001,0.795,0.997,0.901,0.023,0.0,0.016,0.009
2,0.014,0.001,1.0,0.043,0.0,0.003,0.023,0.007,0.278,0.0,0.0,0.983,0.767,0.001,0.0,0.0,0.0,0.306,0.039,0.542,0.081,0.221,0.0,0.218,0.008,0.126,0.043,0.225,0.476,0.0,0.954,0.083,0.0,0.322,0.465,0.0,0.005,0.696,0.697,0.27,0.111,0.818,0.988,0.0,0.0,0.0,0.041,0.366,0.912,0.946
3,0.006,0.044,0.043,1.0,0.095,0.039,0.001,0.975,0.0,0.312,0.12,0.016,0.2,0.89,0.688,0.343,0.142,0.654,0.996,0.0,0.96,0.764,0.582,0.0,0.011,0.0,0.004,0.724,0.482,0.783,0.086,0.0,0.073,0.0,0.0,0.221,0.029,0.0,0.285,0.675,0.917,0.157,0.035,0.246,0.071,0.163,0.991,0.597,0.002,0.005
4,0.77,0.981,0.0,0.095,1.0,0.95,0.686,0.177,0.171,0.867,0.996,0.003,0.0,0.272,0.502,0.826,0.986,0.001,0.09,0.064,0.038,0.003,0.596,0.237,0.871,0.396,0.653,0.005,0.0,0.385,0.0,0.474,0.996,0.182,0.078,0.957,0.887,0.031,0.0,0.006,0.028,0.0,0.0,0.926,0.984,0.972,0.061,0.002,0.006,0.001
5,0.93,0.996,0.003,0.039,0.95,1.0,0.871,0.082,0.331,0.683,0.927,0.012,0.0,0.144,0.319,0.648,0.897,0.0,0.033,0.152,0.005,0.003,0.401,0.39,0.98,0.593,0.813,0.0,0.0,0.229,0.0,0.687,0.973,0.304,0.174,0.817,0.997,0.087,0.0,0.0,0.009,0.0,0.001,0.798,0.988,0.867,0.018,0.0,0.019,0.008
6,0.983,0.804,0.023,0.001,0.686,0.871,1.0,0.02,0.695,0.364,0.635,0.057,0.001,0.022,0.084,0.316,0.594,0.0,0.002,0.412,0.0,0.0,0.148,0.73,0.943,0.906,0.996,0.0,0.0,0.058,0.007,0.949,0.741,0.619,0.436,0.465,0.912,0.253,0.001,0.0,0.0,0.003,0.016,0.476,0.78,0.541,0.001,0.0,0.122,0.073
7,0.028,0.101,0.007,0.975,0.177,0.082,0.02,1.0,0.0,0.449,0.218,0.005,0.17,0.978,0.804,0.526,0.246,0.49,0.948,0.0,0.853,0.642,0.731,0.0,0.03,0.0,0.007,0.589,0.325,0.882,0.044,0.004,0.129,0.0,0.0,0.326,0.042,0.0,0.159,0.561,0.82,0.105,0.026,0.345,0.113,0.278,0.932,0.455,0.001,0.001
8,0.601,0.307,0.278,0.0,0.171,0.331,0.695,0.0,1.0,0.047,0.174,0.407,0.043,0.001,0.001,0.028,0.182,0.001,0.0,0.9,0.0,0.0,0.004,0.996,0.483,0.927,0.727,0.002,0.004,0.003,0.145,0.865,0.219,0.998,0.933,0.094,0.46,0.786,0.038,0.0,0.0,0.049,0.22,0.076,0.28,0.099,0.0,0.003,0.543,0.44
9,0.436,0.737,0.0,0.312,0.867,0.683,0.364,0.449,0.047,1.0,0.88,0.0,0.001,0.576,0.823,0.998,0.922,0.028,0.264,0.004,0.184,0.068,0.894,0.06,0.551,0.139,0.327,0.046,0.011,0.729,0.0,0.207,0.839,0.035,0.01,0.974,0.63,0.002,0.001,0.042,0.152,0.0,0.0,0.986,0.785,0.944,0.24,0.023,0.0,0.0
10,0.733,0.965,0.0,0.12,0.996,0.927,0.635,0.218,0.174,0.88,1.0,0.0,0.0,0.294,0.546,0.844,0.999,0.002,0.091,0.05,0.041,0.006,0.632,0.208,0.834,0.362,0.604,0.006,0.001,0.432,0.0,0.445,0.995,0.148,0.059,0.968,0.86,0.022,0.0,0.009,0.043,0.0,0.0,0.948,0.964,0.99,0.088,0.003,0.002,0.002
