,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1.0,0.077,0.064,0.001,0.115,0.226,0.043,0.001,0.14,0.002,0.128,0.21,0.919,0.036,0.003,0.02,0.712,0.0,0.039,0.152
1,0.077,1.0,0.001,0.07,0.0,0.292,0.012,0.0,0.27,0.293,0.01,0.096,0.037,0.0,0.054,0.008,0.158,0.003,0.0,0.007
2,0.064,0.001,1.0,0.252,0.007,0.0,0.035,0.184,0.004,0.174,0.003,0.009,0.181,0.038,0.831,0.063,0.029,0.135,0.165,0.0
3,0.001,0.07,0.252,1.0,0.254,0.032,0.037,0.431,0.001,0.253,0.029,0.167,0.0,0.221,0.285,0.119,0.049,0.154,0.053,0.213
4,0.115,0.0,0.007,0.254,1.0,0.065,0.031,0.051,0.035,0.019,0.279,0.215,0.053,0.847,0.038,0.197,0.176,0.004,0.084,0.854
5,0.226,0.292,0.0,0.032,0.065,1.0,0.192,0.048,0.925,0.022,0.238,0.371,0.272,0.021,0.0,0.033,0.057,0.103,0.035,0.136
6,0.043,0.012,0.035,0.037,0.031,0.192,1.0,0.715,0.212,0.016,0.837,0.004,0.089,0.014,0.007,0.042,0.005,0.096,0.115,0.298
7,0.001,0.0,0.184,0.431,0.051,0.048,0.715,1.0,0.125,0.077,0.3,0.024,0.014,0.226,0.065,0.146,0.0,0.208,0.174,0.004
8,0.14,0.27,0.004,0.001,0.035,0.925,0.212,0.125,1.0,0.004,0.206,0.198,0.208,0.0,0.0,0.003,0.021,0.307,0.127,0.101
9,0.002,0.293,0.174,0.253,0.019,0.022,0.016,0.077,0.004,1.0,0.0,0.314,0.0,0.006,0.16,0.204,0.023,0.706,0.107,0.007
10,0.128,0.01,0.003,0.029,0.279,0.238,0.837,0.3,0.206,0.0,1.0,0.108,0.146,0.032,0.0,0.0,0.025,0.021,0.031,0.701
11,0.21,0.096,0.009,0.167,0.215,0.371,0.004,0.024,0.198,0.314,0.108,1.0,0.126,0.154,0.044,0.719,0.268,0.13,0.303,0.226
12,0.919,0.037,0.181,0.0,0.053,0.272,0.089,0.014,0.208,0.0,0.146,0.126,1.0,0.005,0.031,0.002,0.431,0.013,0.203,0.143
13,0.036,0.0,0.038,0.221,0.847,0.021,0.014,0.226,0.0,0.006,0.032,0.154,0.005,1.0,0.082,0.228,0.135,0.016,0.192,0.402
14,0.003,0.054,0.831,0.285,0.038,0.0,0.007,0.065,0.0,0.16,0.0,0.044,0.031,0.082,1.0,0.177,0.319,0.07,0.286,0.0
15,0.02,0.008,0.063,0.119,0.197,0.033,0.042,0.146,0.003,0.204,0.0,0.719,0.002,0.228,0.177,1.0,0.228,0.285,0.839,0.099
16,0.712,0.158,0.029,0.049,0.176,0.057,0.005,0.0,0.021,0.023,0.025,0.268,0.431,0.135,0.319,0.228,1.0,0.0,0.062,0.097
17,0.0,0.003,0.135,0.154,0.004,0.103,0.096,0.208,0.307,0.706,0.021,0.13,0.013,0.016,0.07,0.285,0.0,1.0,0.263,0.0
18,0.039,0.0,0.165,0.053,0.084,0.035,0.115,0.174,0.127,0.107,0.031,0.303,0.203,0.192,0.286,0.839,0.062,0.263,1.0,0.006
19,0.152,0.007,0.0,0.213,0.854,0.136,0.298,0.004,0.101,0.007,0.701,0.226,0.143,0.402,0.0,0.099,0.097,0.0,0.006,1.0
