,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,1.0,0.038,0.183,0.03,0.334,0.988,0.031,0.018,0.001,0.014,0.009,0.573,0.909,0.614,0.013,0.007,0.74,0.014,0.89,0.247,0.025,0.001,0.031,0.0,0.877,0.984,0.975,0.016,0.024,0.352,0.003,0.002,0.023,0.451,0.021,0.995,0.024,0.655,0.006,0.103,0.637,0.17,0.003,0.01,0.733,0.0,0.665,0.001,0.006,0.0
1,0.038,1.0,0.878,0.272,0.013,0.014,0.163,0.122,0.014,0.654,0.023,0.517,0.162,0.004,0.097,0.083,0.003,0.084,0.205,0.823,0.47,0.019,0.241,0.015,0.002,0.065,0.014,0.981,0.433,0.673,0.839,0.962,0.667,0.613,0.537,0.016,0.216,0.376,0.829,0.966,0.458,0.914,0.017,0.971,0.357,0.004,0.002,0.018,0.034,0.01
2,0.183,0.878,1.0,0.087,0.007,0.142,0.04,0.025,0.006,0.355,0.01,0.828,0.438,0.018,0.027,0.019,0.025,0.017,0.465,0.995,0.205,0.009,0.072,0.001,0.061,0.3,0.112,0.795,0.159,0.929,0.541,0.694,0.307,0.903,0.243,0.166,0.056,0.707,0.508,0.971,0.771,0.998,0.007,0.733,0.666,0.002,0.022,0.007,0.007,0.004
3,0.03,0.272,0.087,1.0,0.012,0.026,0.944,0.919,0.234,0.759,0.351,0.001,0.01,0.023,0.865,0.701,0.029,0.742,0.013,0.061,0.919,0.258,0.996,0.204,0.022,0.031,0.024,0.362,0.936,0.016,0.549,0.433,0.789,0.008,0.852,0.019,0.993,0.002,0.649,0.158,0.001,0.103,0.179,0.385,0.001,0.114,0.017,0.177,0.434,0.11
4,0.334,0.013,0.007,0.012,1.0,0.409,0.002,0.008,0.0,0.015,0.0,0.054,0.163,0.852,0.004,0.0,0.726,0.0,0.159,0.012,0.015,0.0,0.022,0.0,0.604,0.247,0.456,0.018,0.02,0.024,0.024,0.011,0.016,0.028,0.021,0.373,0.004,0.078,0.007,0.01,0.061,0.005,0.0,0.012,0.086,0.0,0.833,0.0,0.0,0.0
5,0.988,0.014,0.142,0.026,0.409,1.0,0.023,0.023,0.001,0.026,0.003,0.455,0.814,0.718,0.017,0.007,0.84,0.014,0.79,0.165,0.038,0.002,0.027,0.003,0.943,0.944,0.998,0.002,0.043,0.337,0.008,0.0,0.024,0.357,0.028,0.998,0.024,0.551,0.011,0.067,0.48,0.104,0.0,0.001,0.652,0.0,0.741,0.002,0.005,0.0
6,0.031,0.163,0.04,0.944,0.002,0.023,1.0,0.997,0.373,0.56,0.554,0.0,0.012,0.016,0.973,0.883,0.007,0.922,0.009,0.024,0.774,0.423,0.955,0.32,0.024,0.017,0.017,0.209,0.803,0.009,0.379,0.263,0.622,0.001,0.67,0.028,0.976,0.002,0.432,0.106,0.0,0.04,0.29,0.251,0.002,0.196,0.015,0.285,0.646,0.167
7,0.018,0.122,0.025,0.919,0.008,0.023,0.997,1.0,0.405,0.519,0.561,0.0,0.016,0.013,0.992,0.912,0.017,0.941,0.009,0.017,0.739,0.428,0.947,0.407,0.024,0.012,0.024,0.199,0.778,0.002,0.371,0.26,0.57,0.001,0.667,0.018,0.951,0.001,0.409,0.079,0.0,0.042,0.29,0.232,0.002,0.227,0.014,0.309,0.652,0.179
8,0.001,0.014,0.006,0.234,0.0,0.001,0.373,0.405,1.0,0.068,0.951,0.004,0.001,0.0,0.485,0.627,0.0,0.602,0.003,0.004,0.128,0.998,0.247,0.999,0.001,0.003,0.001,0.021,0.137,0.003,0.054,0.032,0.091,0.003,0.079,0.002,0.27,0.002,0.063,0.015,0.004,0.005,0.97,0.028,0.004,0.882,0.0,0.987,0.9,0.875
9,0.014,0.654,0.355,0.759,0.015,0.026,0.56,0.519,0.068,1.0,0.125,0.085,0.001,0.024,0.476,0.345,0.035,0.353,0.0,0.294,0.926,0.084,0.702,0.087,0.03,0.012,0.015,0.796,0.894,0.202,0.949,0.87,0.995,0.16,0.985,0.024,0.677,0.029,0.974,0.54,0.053,0.423,0.049,0.841,0.018,0.036,0.021,0.061,0.141,0.032
10,0.009,0.023,0.01,0.351,0.0,0.003,0.554,0.561,0.951,0.125,1.0,0.004,0.004,0.0,0.656,0.808,0.001,0.766,0.004,0.007,0.2,0.978,0.39,0.937,0.002,0.006,0.004,0.035,0.213,0.004,0.058,0.032,0.143,0.004,0.164,0.004,0.423,0.007,0.079,0.012,0.006,0.013,0.883,0.041,0.007,0.728,0.0,0.903,0.991,0.703
11,0.573,0.517,0.828,0.001,0.054,0.455,0.0,0.0,0.004,0.085,0.004,1.0,0.818,0.148,0.0,0.0,0.196,0.0,0.872,0.875,0.014,0.001,0.002,0.004,0.291,0.649,0.389,0.407,0.015,0.967,0.196,0.301,0.07,0.984,0.036,0.505,0.0,0.987,0.159,0.669,0.997,0.77,0.004,0.365,0.972,0.001,0.144,0.004,0.002,0.001
12,0.909,0.162,0.438,0.01,0.163,0.814,0.012,0.016,0.001,0.001,0.004,0.818,1.0,0.367,0.009,0.012,0.519,0.008,0.996,0.475,0.007,0.006,0.019,0.004,0.627,0.975,0.805,0.101,0.014,0.664,0.014,0.049,0.001,0.702,0.002,0.883,0.015,0.907,0.006,0.287,0.872,0.406,0.002,0.062,0.939,0.002,0.446,0.004,0.005,0.002
13,0.614,0.004,0.018,0.023,0.852,0.718,0.016,0.013,0.0,0.024,0.0,0.148,0.367,1.0,0.013,0.007,0.969,0.006,0.337,0.021,0.028,0.0,0.019,0.0,0.916,0.512,0.766,0.011,0.02,0.05,0.016,0.016,0.024,0.087,0.023,0.663,0.01,0.178,0.027,0.006,0.146,0.011,0.0,0.013,0.197,0.0,0.998,0.0,0.0,0.0
14,0.013,0.097,0.027,0.865,0.004,0.017,0.973,0.992,0.485,0.476,0.656,0.0,0.009,0.013,1.0,0.955,0.016,0.987,0.01,0.023,0.646,0.522,0.904,0.45,0.017,0.014,0.019,0.164,0.698,0.001,0.334,0.227,0.461,0.0,0.581,0.014,0.928,0.001,0.368,0.056,0.004,0.041,0.356,0.186,0.004,0.273,0.011,0.401,0.756,0.226
