,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,1.0,0.749,1.0,0.73,0.098,0.383,0.415,0.063,1.0,0.831,0.865,0.002,0.138,0.039,0.079,0.576,0.368,0.951,0.96,0.202,0.696,0.466,0.998,0.663,0.325,0.048,0.993,0.106,0.007,0.933,0.094,0.002,0.926,0.406,0.933,0.865,0.011,0.994,0.994,0.013,0.002,0.914,0.267,0.991,0.003,0.83,0.577,0.976,0.957,0.586
1,0.749,1.0,0.787,0.997,0.473,0.808,0.882,0.353,0.739,0.986,0.979,0.069,0.504,0.261,0.379,0.973,0.805,0.904,0.898,0.596,0.995,0.887,0.806,0.979,0.732,0.29,0.684,0.384,0.107,0.955,0.422,0.045,0.917,0.832,0.516,0.416,0.109,0.708,0.853,0.116,0.032,0.511,0.702,0.825,0.038,0.38,0.949,0.888,0.61,0.946
2,1.0,0.787,1.0,0.73,0.118,0.429,0.44,0.066,0.998,0.863,0.885,0.005,0.146,0.043,0.093,0.638,0.389,0.976,0.971,0.172,0.708,0.483,0.998,0.677,0.335,0.056,0.977,0.102,0.009,0.947,0.116,0.0,0.954,0.448,0.91,0.846,0.009,0.99,0.998,0.016,0.001,0.912,0.304,0.995,0.004,0.803,0.606,0.976,0.957,0.57
3,0.73,0.997,0.73,1.0,0.501,0.881,0.891,0.375,0.677,0.971,0.965,0.077,0.578,0.31,0.412,0.978,0.846,0.887,0.856,0.636,1.0,0.933,0.754,0.996,0.808,0.323,0.626,0.409,0.142,0.921,0.462,0.056,0.897,0.888,0.483,0.379,0.132,0.617,0.769,0.162,0.065,0.439,0.734,0.787,0.064,0.358,0.96,0.829,0.56,0.965
4,0.098,0.473,0.118,0.501,1.0,0.81,0.78,0.982,0.103,0.35,0.35,0.659,0.993,0.94,0.998,0.616,0.834,0.217,0.209,0.967,0.501,0.744,0.137,0.586,0.883,0.964,0.078,0.999,0.786,0.255,0.997,0.516,0.225,0.793,0.026,0.017,0.759,0.076,0.133,0.781,0.589,0.03,0.932,0.15,0.641,0.012,0.642,0.193,0.048,0.653
5,0.383,0.808,0.429,0.881,0.81,1.0,0.997,0.696,0.37,0.723,0.727,0.283,0.852,0.627,0.786,0.947,1.0,0.56,0.553,0.923,0.868,0.983,0.415,0.918,0.992,0.672,0.281,0.787,0.395,0.609,0.772,0.216,0.579,1.0,0.191,0.132,0.369,0.311,0.461,0.382,0.242,0.152,0.97,0.478,0.267,0.118,0.95,0.509,0.198,0.976
6,0.415,0.882,0.44,0.891,0.78,0.997,1.0,0.676,0.382,0.778,0.763,0.273,0.861,0.547,0.718,0.959,0.993,0.607,0.592,0.887,0.929,0.997,0.464,0.946,0.989,0.628,0.353,0.766,0.339,0.634,0.744,0.185,0.625,1.0,0.237,0.168,0.335,0.384,0.511,0.386,0.204,0.188,0.958,0.536,0.202,0.128,0.973,0.564,0.284,0.986
7,0.063,0.353,0.066,0.375,0.982,0.696,0.676,1.0,0.067,0.262,0.209,0.763,0.949,0.99,0.999,0.477,0.739,0.158,0.115,0.935,0.398,0.641,0.083,0.446,0.781,0.997,0.037,0.995,0.889,0.177,0.989,0.651,0.148,0.662,0.015,0.008,0.845,0.047,0.09,0.9,0.728,0.013,0.823,0.092,0.727,0.002,0.527,0.111,0.025,0.575
8,1.0,0.739,0.998,0.677,0.103,0.37,0.382,0.067,1.0,0.853,0.839,0.004,0.138,0.026,0.077,0.559,0.334,0.946,0.945,0.163,0.675,0.463,0.995,0.623,0.295,0.039,0.997,0.083,0.008,0.906,0.09,0.001,0.931,0.38,0.939,0.886,0.005,0.998,0.989,0.007,0.0,0.93,0.246,0.982,0.001,0.842,0.548,0.961,0.972,0.536
9,0.831,0.986,0.863,0.971,0.35,0.723,0.778,0.262,0.853,1.0,1.0,0.039,0.399,0.184,0.323,0.919,0.715,0.963,0.962,0.497,0.96,0.816,0.871,0.943,0.682,0.226,0.757,0.297,0.067,0.978,0.33,0.017,0.975,0.771,0.586,0.512,0.055,0.779,0.909,0.109,0.027,0.579,0.601,0.908,0.045,0.469,0.895,0.939,0.683,0.881
