,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1.0,0.975,0.133,0.894,0.475,0.503,0.215,0.696,0.179,0.296,0.327,0.059,0.076,0.397,0.01,0.231,0.012,0.59,0.261,0.048
1,0.975,1.0,0.187,0.962,0.624,0.376,0.34,0.548,0.097,0.282,0.198,0.17,0.022,0.245,0.053,0.4,0.0,0.424,0.276,0.107
2,0.133,0.187,1.0,0.226,0.282,0.023,0.21,0.0,0.243,0.684,0.132,0.161,0.424,0.095,0.111,0.235,0.042,0.023,0.869,0.936
3,0.894,0.962,0.226,1.0,0.781,0.23,0.541,0.394,0.022,0.267,0.095,0.285,0.0,0.117,0.159,0.551,0.016,0.256,0.288,0.162
4,0.475,0.624,0.282,0.781,1.0,0.0,0.932,0.054,0.045,0.164,0.009,0.751,0.11,0.003,0.577,0.938,0.292,0.012,0.208,0.29
5,0.503,0.376,0.023,0.23,0.0,1.0,0.027,0.961,0.862,0.074,0.964,0.087,0.719,0.985,0.183,0.016,0.256,0.998,0.007,0.161
6,0.215,0.34,0.21,0.541,0.932,0.027,1.0,0.0,0.147,0.063,0.088,0.94,0.2,0.077,0.832,0.998,0.56,0.019,0.143,0.28
7,0.696,0.548,0.0,0.394,0.054,0.961,0.0,1.0,0.695,0.146,0.854,0.033,0.535,0.893,0.107,0.0,0.197,0.983,0.045,0.06
8,0.179,0.097,0.243,0.022,0.045,0.862,0.147,0.695,1.0,0.001,0.969,0.236,0.958,0.939,0.283,0.143,0.308,0.81,0.05,0.465
9,0.296,0.282,0.684,0.267,0.164,0.074,0.063,0.146,0.001,1.0,0.015,0.038,0.03,0.026,0.01,0.074,0.002,0.092,0.949,0.449
10,0.327,0.198,0.132,0.095,0.009,0.964,0.088,0.854,0.969,0.015,1.0,0.199,0.853,0.997,0.244,0.078,0.279,0.938,0.001,0.319
11,0.059,0.17,0.161,0.285,0.751,0.087,0.94,0.033,0.236,0.038,0.199,1.0,0.28,0.148,0.967,0.894,0.795,0.08,0.076,0.223
12,0.076,0.022,0.424,0.0,0.11,0.719,0.2,0.535,0.958,0.03,0.853,0.28,1.0,0.829,0.281,0.212,0.238,0.69,0.16,0.667
13,0.397,0.245,0.095,0.117,0.003,0.985,0.077,0.893,0.939,0.026,0.997,0.148,0.829,1.0,0.231,0.045,0.281,0.969,0.0,0.276
14,0.01,0.053,0.111,0.159,0.577,0.183,0.832,0.107,0.283,0.01,0.244,0.967,0.281,0.231,1.0,0.793,0.914,0.163,0.027,0.175
15,0.231,0.4,0.235,0.551,0.938,0.016,0.998,0.0,0.143,0.074,0.078,0.894,0.212,0.045,0.793,1.0,0.543,0.004,0.163,0.297
16,0.012,0.0,0.042,0.016,0.292,0.256,0.56,0.197,0.308,0.002,0.279,0.795,0.238,0.281,0.914,0.543,1.0,0.241,0.013,0.087
17,0.59,0.424,0.023,0.256,0.012,0.998,0.019,0.983,0.81,0.092,0.938,0.08,0.69,0.969,0.163,0.004,0.241,1.0,0.017,0.134
18,0.261,0.276,0.869,0.288,0.208,0.007,0.143,0.045,0.05,0.949,0.001,0.076,0.16,0.0,0.027,0.163,0.013,0.017,1.0,0.729
19,0.048,0.107,0.936,0.162,0.29,0.161,0.28,0.06,0.465,0.449,0.319,0.223,0.667,0.276,0.175,0.297,0.087,0.134,0.729,1.0
