,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,1.0,0.916,0.054,0.044,0.833,0.961,0.994,0.071,0.683,0.576,0.817,0.121,0.002,0.12,0.257,0.53,0.78,0.0,0.022,0.448,0.016,0.001,0.348,0.735,0.994,0.887,0.994,0.001,0.0,0.201,0.022,0.93,0.856,0.646,0.516,0.706,0.983,0.324,0.0,0.0,0.008,0.006,0.044,0.645,0.898,0.765,0.021,0.0,0.164,0.129
1,0.916,1.0,0.011,0.138,0.981,0.997,0.874,0.227,0.435,0.798,0.975,0.023,0.0,0.305,0.474,0.754,0.954,0.005,0.124,0.227,0.072,0.019,0.581,0.499,0.966,0.66,0.861,0.015,0.002,0.435,0.001,0.761,0.99,0.444,0.268,0.903,0.985,0.158,0.0,0.004,0.05,0.0,0.005,0.882,0.999,0.909,0.091,0.004,0.054,0.045
2,0.054,0.011,1.0,0.109,0.004,0.011,0.083,0.046,0.418,0.0,0.001,0.986,0.826,0.027,0.005,0.0,0.001,0.466,0.11,0.666,0.184,0.34,0.0,0.363,0.047,0.288,0.127,0.397,0.596,0.006,0.976,0.183,0.001,0.46,0.618,0.0,0.022,0.788,0.779,0.396,0.219,0.876,0.993,0.0,0.008,0.0,0.145,0.523,0.924,0.962
3,0.044,0.138,0.109,1.0,0.203,0.107,0.023,0.981,0.0,0.466,0.262,0.037,0.384,0.924,0.77,0.512,0.282,0.725,0.995,0.0,0.977,0.856,0.708,0.0,0.077,0.003,0.022,0.826,0.621,0.836,0.173,0.008,0.177,0.0,0.0,0.348,0.07,0.004,0.396,0.784,0.945,0.315,0.134,0.389,0.184,0.307,0.992,0.689,0.023,0.033
4,0.833,0.981,0.004,0.203,1.0,0.974,0.778,0.311,0.349,0.913,0.999,0.015,0.0,0.437,0.617,0.88,0.995,0.019,0.194,0.161,0.104,0.035,0.7,0.355,0.903,0.55,0.732,0.025,0.004,0.565,0.0,0.606,0.998,0.313,0.188,0.97,0.927,0.106,0.0,0.02,0.099,0.0,0.001,0.938,0.993,0.978,0.145,0.008,0.034,0.018
5,0.961,0.997,0.011,0.107,0.974,1.0,0.901,0.188,0.496,0.807,0.945,0.033,0.0,0.266,0.446,0.761,0.932,0.001,0.101,0.28,0.038,0.012,0.527,0.535,0.984,0.691,0.861,0.005,0.0,0.399,0.004,0.771,0.978,0.452,0.307,0.889,0.991,0.171,0.0,0.005,0.04,0.0,0.008,0.847,0.989,0.9,0.08,0.001,0.087,0.044
6,0.994,0.874,0.083,0.023,0.778,0.901,1.0,0.066,0.757,0.498,0.717,0.137,0.004,0.087,0.224,0.44,0.7,0.0,0.023,0.512,0.003,0.0,0.291,0.798,0.971,0.944,0.999,0.0,0.0,0.154,0.043,0.963,0.823,0.749,0.557,0.645,0.945,0.432,0.006,0.0,0.002,0.015,0.065,0.552,0.861,0.649,0.01,0.0,0.25,0.184
7,0.071,0.227,0.046,0.981,0.311,0.188,0.066,1.0,0.0,0.576,0.354,0.02,0.253,0.984,0.886,0.635,0.402,0.615,0.963,0.0,0.909,0.742,0.802,0.0,0.115,0.012,0.049,0.713,0.499,0.918,0.115,0.024,0.272,0.0,0.0,0.442,0.13,0.001,0.334,0.651,0.868,0.198,0.066,0.516,0.228,0.416,0.955,0.592,0.002,0.022
8,0.683,0.435,0.418,0.0,0.349,0.496,0.757,0.0,1.0,0.133,0.322,0.511,0.12,0.003,0.023,0.126,0.275,0.012,0.0,0.928,0.0,0.001,0.036,1.0,0.638,0.947,0.813,0.002,0.032,0.014,0.283,0.919,0.367,0.996,0.95,0.243,0.578,0.826,0.085,0.004,0.0,0.151,0.367,0.183,0.413,0.25,0.0,0.012,0.656,0.586
9,0.576,0.798,0.0,0.466,0.913,0.807,0.498,0.576,0.133,1.0,0.939,0.001,0.009,0.701,0.875,0.995,0.954,0.09,0.387,0.043,0.321,0.164,0.924,0.165,0.688,0.265,0.466,0.141,0.047,0.818,0.001,0.348,0.871,0.107,0.054,0.98,0.712,0.021,0.011,0.119,0.299,0.001,0.0,0.992,0.834,0.967,0.382,0.075,0.001,0.0
