,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,1.0,0.905,0.016,0.01,0.763,0.924,0.987,0.021,0.585,0.417,0.743,0.045,0.0,0.047,0.159,0.414,0.677,0.0,0.004,0.333,0.0,0.0,0.211,0.639,0.985,0.795,0.962,0.0,0.0,0.115,0.001,0.901,0.82,0.55,0.344,0.569,0.967,0.175,0.0,0.0,0.0,0.0,0.008,0.54,0.865,0.648,0.006,0.0,0.083,0.054
1,0.905,1.0,0.0,0.045,0.973,0.997,0.833,0.091,0.32,0.742,0.968,0.002,0.0,0.149,0.333,0.7,0.937,0.0,0.033,0.112,0.018,0.001,0.428,0.359,0.949,0.53,0.815,0.001,0.0,0.274,0.0,0.643,0.99,0.297,0.137,0.86,0.979,0.061,0.0,0.001,0.015,0.0,0.0,0.828,0.997,0.89,0.039,0.0,0.017,0.005
2,0.016,0.0,1.0,0.026,0.0,0.005,0.022,0.011,0.26,0.0,0.0,0.97,0.711,0.002,0.0,0.0,0.0,0.319,0.033,0.509,0.066,0.192,0.0,0.256,0.007,0.132,0.041,0.232,0.429,0.001,0.95,0.063,0.0,0.316,0.491,0.0,0.002,0.687,0.689,0.295,0.095,0.834,0.99,0.0,0.0,0.0,0.037,0.337,0.9,0.956
3,0.01,0.045,0.026,1.0,0.079,0.04,0.001,0.971,0.0,0.308,0.13,0.012,0.226,0.881,0.686,0.328,0.168,0.643,0.996,0.0,0.948,0.808,0.555,0.0,0.011,0.0,0.003,0.728,0.488,0.772,0.07,0.0,0.073,0.0,0.0,0.213,0.016,0.0,0.297,0.666,0.936,0.174,0.041,0.234,0.062,0.174,0.993,0.586,0.001,0.003
4,0.763,0.973,0.0,0.079,1.0,0.951,0.709,0.147,0.187,0.861,0.999,0.002,0.0,0.271,0.463,0.846,0.992,0.001,0.081,0.071,0.043,0.007,0.602,0.25,0.86,0.394,0.617,0.007,0.001,0.381,0.0,0.499,0.999,0.173,0.084,0.966,0.9,0.031,0.0,0.001,0.023,0.0,0.0,0.928,0.986,0.978,0.063,0.001,0.004,0.007
5,0.924,0.997,0.005,0.04,0.951,1.0,0.866,0.087,0.332,0.684,0.936,0.009,0.0,0.148,0.307,0.632,0.899,0.001,0.029,0.137,0.019,0.0,0.398,0.374,0.973,0.624,0.824,0.001,0.0,0.267,0.001,0.689,0.97,0.305,0.171,0.821,0.995,0.098,0.0,0.0,0.008,0.0,0.0,0.771,0.99,0.887,0.018,0.0,0.018,0.014
6,0.987,0.833,0.022,0.001,0.709,0.866,1.0,0.014,0.685,0.342,0.633,0.062,0.0,0.029,0.098,0.303,0.603,0.0,0.001,0.371,0.0,0.0,0.152,0.744,0.96,0.902,0.996,0.0,0.0,0.057,0.007,0.947,0.75,0.639,0.448,0.486,0.926,0.246,0.0,0.0,0.0,0.001,0.015,0.447,0.782,0.507,0.002,0.0,0.109,0.084
7,0.021,0.091,0.011,0.971,0.147,0.087,0.014,1.0,0.0,0.464,0.21,0.004,0.139,0.969,0.837,0.507,0.225,0.507,0.95,0.0,0.878,0.638,0.741,0.0,0.035,0.0,0.005,0.589,0.335,0.902,0.04,0.001,0.153,0.0,0.0,0.312,0.061,0.0,0.16,0.555,0.832,0.099,0.016,0.396,0.117,0.289,0.929,0.465,0.001,0.003
8,0.585,0.32,0.26,0.0,0.187,0.332,0.685,0.0,1.0,0.052,0.171,0.414,0.048,0.001,0.003,0.04,0.133,0.001,0.0,0.888,0.0,0.0,0.003,0.995,0.478,0.931,0.711,0.0,0.002,0.001,0.164,0.869,0.238,0.997,0.923,0.09,0.432,0.777,0.032,0.001,0.0,0.063,0.189,0.068,0.302,0.122,0.0,0.0,0.54,0.462
9,0.417,0.742,0.0,0.308,0.861,0.684,0.342,0.464,0.052,1.0,0.892,0.0,0.0,0.587,0.829,0.99,0.927,0.027,0.273,0.01,0.169,0.063,0.912,0.062,0.527,0.156,0.331,0.049,0.012,0.735,0.0,0.2,0.818,0.038,0.013,0.969,0.59,0.001,0.001,0.035,0.148,0.0,0.0,0.988,0.804,0.95,0.229,0.02,0.0,0.0
10,0.743,0.968,0.0,0.13,0.999,0.936,0.633,0.21,0.171,0.892,1.0,0.0,0.0,0.306,0.548,0.858,0.998,0.004,0.105,0.055,0.044,0.01,0.621,0.214,0.831,0.329,0.571,0.006,0.001,0.442,0.0,0.445,0.991,0.155,0.065,0.975,0.828,0.02,0.0,0.005,0.054,0.0,0.0,0.945,0.981,0.986,0.088,0.004,0.004,0.004
11,0.045,0.002,0.97,0.012,0.002,0.009,0.062,0.004,0.414,0.0,0.0,1.0,0.578,0.0,0.0,0.0,0.0,0.206,0.012,0.707,0.037,0.113,0.0,0.366,0.022,0.218,0.059,0.136,0.295,0.0,0.854,0.151,0.002,0.452,0.642,0.0,0.014,0.839,0.55,0.169,0.051,0.698,0.924,0.0,0.006,0.0,0.024,0.219,0.978,0.994
