,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1.0,0.609,0.95,0.75,0.474,0.876,0.607,0.685,0.843,0.706,0.57,0.923,0.998,0.423,0.97,0.956,0.995,0.782,0.974,0.513
1,0.609,1.0,0.409,0.152,0.018,0.899,0.065,0.099,0.922,0.991,0.047,0.826,0.628,0.011,0.437,0.786,0.542,0.971,0.727,0.031
2,0.95,0.409,1.0,0.914,0.656,0.68,0.796,0.844,0.657,0.502,0.789,0.774,0.926,0.656,0.997,0.852,0.977,0.522,0.849,0.718
3,0.75,0.152,0.914,1.0,0.898,0.43,0.962,0.986,0.398,0.245,0.949,0.501,0.741,0.877,0.892,0.56,0.808,0.284,0.611,0.935
4,0.474,0.018,0.656,0.898,1.0,0.132,0.984,0.954,0.132,0.037,0.989,0.23,0.422,0.997,0.637,0.257,0.513,0.073,0.324,0.997
5,0.876,0.899,0.68,0.43,0.132,1.0,0.267,0.355,1.0,0.948,0.246,0.99,0.897,0.113,0.725,0.975,0.82,0.984,0.969,0.189
6,0.607,0.065,0.796,0.962,0.984,0.267,1.0,0.993,0.243,0.135,1.0,0.381,0.593,0.95,0.767,0.414,0.673,0.158,0.468,0.983
7,0.685,0.099,0.844,0.986,0.954,0.355,0.993,1.0,0.272,0.154,0.981,0.426,0.671,0.919,0.816,0.495,0.725,0.21,0.575,0.97
8,0.843,0.922,0.657,0.398,0.132,1.0,0.243,0.272,1.0,0.966,0.182,0.978,0.861,0.096,0.723,0.961,0.809,0.986,0.943,0.168
9,0.706,0.991,0.502,0.245,0.037,0.948,0.135,0.154,0.966,1.0,0.095,0.892,0.732,0.027,0.546,0.861,0.654,0.995,0.838,0.056
10,0.57,0.047,0.789,0.949,0.989,0.246,1.0,0.981,0.182,0.095,1.0,0.292,0.531,0.979,0.72,0.388,0.605,0.16,0.427,0.99
11,0.923,0.826,0.774,0.501,0.23,0.99,0.381,0.426,0.978,0.892,0.292,1.0,0.945,0.216,0.812,0.996,0.877,0.95,0.984,0.245
12,0.998,0.628,0.926,0.741,0.422,0.897,0.593,0.671,0.861,0.732,0.531,0.945,1.0,0.388,0.956,0.964,0.991,0.784,0.981,0.482
13,0.423,0.011,0.656,0.877,0.997,0.113,0.95,0.919,0.096,0.027,0.979,0.216,0.388,1.0,0.584,0.236,0.468,0.054,0.257,0.993
14,0.97,0.437,0.997,0.892,0.637,0.725,0.767,0.816,0.723,0.546,0.72,0.812,0.956,0.584,1.0,0.842,0.992,0.595,0.891,0.664
15,0.956,0.786,0.852,0.56,0.257,0.975,0.414,0.495,0.961,0.861,0.388,0.996,0.964,0.236,0.842,1.0,0.931,0.892,0.998,0.31
16,0.995,0.542,0.977,0.808,0.513,0.82,0.673,0.725,0.809,0.654,0.605,0.877,0.991,0.468,0.992,0.931,1.0,0.716,0.94,0.562
17,0.782,0.971,0.522,0.284,0.073,0.984,0.158,0.21,0.986,0.995,0.16,0.95,0.784,0.054,0.595,0.892,0.716,1.0,0.885,0.086
18,0.974,0.727,0.849,0.611,0.324,0.969,0.468,0.575,0.943,0.838,0.427,0.984,0.981,0.257,0.891,0.998,0.94,0.885,1.0,0.34
19,0.513,0.031,0.718,0.935,0.997,0.189,0.983,0.97,0.168,0.056,0.99,0.245,0.482,0.993,0.664,0.31,0.562,0.086,0.34,1.0
