,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1.0,0.228,0.204,0.134,0.08,0.073,0.051,0.092,0.005,0.067,0.227,0.025,0.253,0.202,0.016,0.027,0.091,0.05,0.222,0.011
1,0.228,1.0,1.0,0.346,0.091,0.328,0.324,0.343,0.059,0.044,0.0,0.123,0.282,0.026,0.014,0.104,0.345,0.02,0.034,0.124
2,0.204,1.0,1.0,0.339,0.085,0.323,0.341,0.318,0.067,0.039,0.0,0.12,0.29,0.037,0.005,0.117,0.352,0.033,0.033,0.12
3,0.134,0.346,0.339,1.0,0.07,0.048,0.317,0.144,0.104,0.092,0.003,0.154,0.133,0.275,0.002,0.012,0.135,0.079,0.039,0.08
4,0.08,0.091,0.085,0.07,1.0,0.06,0.029,0.009,0.038,0.07,0.392,0.066,0.349,0.032,0.545,0.033,0.009,0.148,0.111,0.843
5,0.073,0.328,0.323,0.048,0.06,1.0,0.229,0.786,0.062,0.034,0.219,0.09,0.012,0.154,0.173,0.037,0.786,0.11,0.002,0.022
6,0.051,0.324,0.341,0.317,0.029,0.229,1.0,0.191,0.098,0.162,0.009,0.098,0.062,0.136,0.08,0.05,0.221,0.2,0.0,0.085
7,0.092,0.343,0.318,0.144,0.009,0.786,0.191,1.0,0.028,0.096,0.203,0.164,0.002,0.212,0.136,0.033,1.0,0.063,0.002,0.0
8,0.005,0.059,0.067,0.104,0.038,0.062,0.098,0.028,1.0,0.431,0.01,0.206,0.03,0.019,0.001,0.551,0.035,0.558,0.265,0.044
9,0.067,0.044,0.039,0.092,0.07,0.034,0.162,0.096,0.431,1.0,0.09,0.079,0.208,0.013,0.102,0.17,0.09,0.898,0.111,0.066
10,0.227,0.0,0.0,0.003,0.392,0.219,0.009,0.203,0.01,0.09,1.0,0.263,0.193,0.006,0.204,0.002,0.181,0.161,0.277,0.188
11,0.025,0.123,0.12,0.154,0.066,0.09,0.098,0.164,0.206,0.079,0.263,1.0,0.204,0.026,0.178,0.172,0.179,0.068,0.036,0.021
12,0.253,0.282,0.29,0.133,0.349,0.012,0.062,0.002,0.03,0.208,0.193,0.204,1.0,0.02,0.276,0.018,0.0,0.16,0.032,0.308
13,0.202,0.026,0.037,0.275,0.032,0.154,0.136,0.212,0.019,0.013,0.006,0.026,0.02,1.0,0.119,0.067,0.204,0.006,0.03,0.052
14,0.016,0.014,0.005,0.002,0.545,0.173,0.08,0.136,0.001,0.102,0.204,0.178,0.276,0.119,1.0,0.08,0.142,0.12,0.007,0.402
15,0.027,0.104,0.117,0.012,0.033,0.037,0.05,0.033,0.551,0.17,0.002,0.172,0.018,0.067,0.08,1.0,0.023,0.189,0.07,0.025
16,0.091,0.345,0.352,0.135,0.009,0.786,0.221,1.0,0.035,0.09,0.181,0.179,0.0,0.204,0.142,0.023,1.0,0.072,0.003,0.001
17,0.05,0.02,0.033,0.079,0.148,0.11,0.2,0.063,0.558,0.898,0.161,0.068,0.16,0.006,0.12,0.189,0.072,1.0,0.072,0.147
18,0.222,0.034,0.033,0.039,0.111,0.002,0.0,0.002,0.265,0.111,0.277,0.036,0.032,0.03,0.007,0.07,0.003,0.072,1.0,0.028
19,0.011,0.124,0.12,0.08,0.843,0.022,0.085,0.0,0.044,0.066,0.188,0.021,0.308,0.052,0.402,0.025,0.001,0.147,0.028,1.0
