,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1.0,0.042,0.054,0.037,0.261,0.113,0.195,0.002,0.022,0.087,0.25,0.162,0.001,0.329,0.027,0.044,0.093,0.07,0.153,0.788
1,0.042,1.0,1.0,0.008,0.011,0.008,0.047,0.016,0.263,0.0,0.092,0.195,0.759,0.018,0.0,0.103,0.0,0.0,0.073,0.016
2,0.054,1.0,1.0,0.01,0.016,0.007,0.044,0.019,0.217,0.0,0.104,0.172,0.78,0.02,0.0,0.107,0.003,0.0,0.082,0.026
3,0.037,0.008,0.01,1.0,0.084,0.116,0.241,0.153,0.002,0.139,0.031,0.053,0.049,0.0,0.018,0.11,0.473,0.004,0.407,0.167
4,0.261,0.011,0.016,0.084,1.0,0.095,0.096,0.048,0.069,0.003,0.387,0.062,0.094,0.29,0.004,0.044,0.006,0.226,0.003,0.044
5,0.113,0.008,0.007,0.116,0.095,1.0,0.167,0.68,0.083,0.181,0.256,0.183,0.003,0.11,0.373,0.133,0.274,0.343,0.009,0.191
6,0.195,0.047,0.044,0.241,0.096,0.167,1.0,0.113,0.155,0.122,0.155,0.388,0.045,0.367,0.14,0.126,0.082,0.003,0.137,0.287
7,0.002,0.016,0.019,0.153,0.048,0.68,0.113,1.0,0.237,0.327,0.254,0.168,0.052,0.091,0.146,0.374,0.384,0.342,0.122,0.006
8,0.022,0.263,0.217,0.002,0.069,0.083,0.155,0.237,1.0,0.113,0.219,0.16,0.091,0.11,0.021,0.492,0.021,0.07,0.045,0.007
9,0.087,0.0,0.0,0.139,0.003,0.181,0.122,0.327,0.113,1.0,0.005,0.267,0.001,0.027,0.083,0.295,0.373,0.033,0.036,0.146
10,0.25,0.092,0.104,0.031,0.387,0.256,0.155,0.254,0.219,0.005,1.0,0.211,0.2,0.22,0.011,0.075,0.001,0.135,0.025,0.115
11,0.162,0.195,0.172,0.053,0.062,0.183,0.388,0.168,0.16,0.267,0.211,1.0,0.047,0.242,0.182,0.128,0.118,0.03,0.029,0.045
12,0.001,0.759,0.78,0.049,0.094,0.003,0.045,0.052,0.091,0.001,0.2,0.047,1.0,0.029,0.002,0.023,0.021,0.001,0.12,0.017
13,0.329,0.018,0.02,0.0,0.29,0.11,0.367,0.091,0.11,0.027,0.22,0.242,0.029,1.0,0.138,0.0,0.074,0.205,0.022,0.149
14,0.027,0.0,0.0,0.018,0.004,0.373,0.14,0.146,0.021,0.083,0.011,0.182,0.002,0.138,1.0,0.024,0.406,0.172,0.046,0.008
15,0.044,0.103,0.107,0.11,0.044,0.133,0.126,0.374,0.492,0.295,0.075,0.128,0.023,0.0,0.024,1.0,0.371,0.187,0.265,0.101
16,0.093,0.0,0.003,0.473,0.006,0.274,0.082,0.384,0.021,0.373,0.001,0.118,0.021,0.074,0.406,0.371,1.0,0.218,0.172,0.131
17,0.07,0.0,0.0,0.004,0.226,0.343,0.003,0.342,0.07,0.033,0.135,0.03,0.001,0.205,0.172,0.187,0.218,1.0,0.013,0.016
18,0.153,0.073,0.082,0.407,0.003,0.009,0.137,0.122,0.045,0.036,0.025,0.029,0.12,0.022,0.046,0.265,0.172,0.013,1.0,0.212
19,0.788,0.016,0.026,0.167,0.044,0.191,0.287,0.006,0.007,0.146,0.115,0.045,0.017,0.149,0.008,0.101,0.131,0.016,0.212,1.0
