,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.02146457468682275,0.0028264653540243556,0.011477189682958088,1.0412561485754224e-06,2.64277413045222e-05,9.536101327808704e-08,0.997288659229463,0.4228275038660607,7.30349689597654e-10,0.0073122756144803165,0.001300710584099335,2.64277413045222e-05,0.5458328470023327,6.634548077781286e-06,7.257272387541862e-09,0.001300710584099335,1.8759883282448032e-05,3.673038549040934e-05,0.803717312169132,1.5227371748339628e-06
1,0.27651366354293394,0.07757941831791387,0.18999196169097135,0.00024047833893672675,0.002812511893607956,3.680888332083814e-05,0.4615941224058529,0.9809927377715724,7.069318486464607e-07,0.14413087199780925,0.04637675997898767,0.002812511893607956,0.995849033152344,0.00098978016111043,4.588597708347976e-06,0.04637675997898767,0.002171411469776525,0.0036220031838340855,0.8762095577438815,0.0003225473738575664
2,0.84293788337414,0.4612165656163969,0.7243746781486492,0.009214889880567147,0.055024360024770166,0.0022004316602978508,0.0774291782100628,0.6754614331206167,9.555294525355172e-05,0.6383246091392876,0.3448169314978217,0.055024360024770166,0.5499913989727983,0.02604141316160764,0.00042729817174457223,0.3448169314978217,0.04561964618510046,0.06582723508544344,0.3087606721295493,0.011476457337874366
3,0.5904235380778592,0.24274514241106418,0.4625301870908993,0.0022001590582182155,0.017473602907590223,0.0004319549494524046,0.1890275625810389,0.8997295400424999,1.3243301992164369e-05,0.3824698519280954,0.16463604411713983,0.017473602907590223,0.8050671981893597,0.0072694257041645985,6.937192338130264e-05,0.16463604411713983,0.013951271639705,0.021527148690604472,0.544921787119025,0.0028319718025911628
4,0.0021974190251471777,0.017560967621997877,0.004616314851279471,0.5926960494829845,0.24475644945312708,0.8424776844500388,1.8579257585240322e-09,4.622691565328687e-06,0.9720522449495015,0.007356221645983107,0.03194568658660533,0.24475644945312708,1.5303953041833906e-06,0.3812735901696296,0.9830879631663975,0.03194568658660533,0.27374795236024485,0.21657720126127777,1.4473519056600463e-07,0.5485269001480116
5,0.06513383662787052,0.011481942749988703,0.03827454158946734,9.262645785055572e-06,0.0001781950705776859,1.0309188057931395e-06,0.8738124691444261,0.6805138290132728,1.1302015871409348e-08,0.02589609316579562,0.005800056938298692,0.0001781950705776859,0.7911172024206611,5.100519007032635e-05,9.598584450834399e-08,0.005800056938298692,0.00013177418648135084,0.00023917987876111477,0.9715101349667267,1.3114818267194367e-05
6,0.0770301228980981,0.275594118406644,0.1232468803248536,0.9522288160665658,0.901592488477466,0.7917561795270246,2.2100706947222896e-06,0.0009933428103380585,0.3435136039507191,0.16288726013483779,0.3805469729476666,0.901592488477466,0.00042401274016230447,0.9848471368352245,0.5478005175894802,0.3805469729476666,0.9350151454583645,0.8679579955062456,7.007316527467401e-05,0.9640228819361566
7,0.9879583693683024,0.877532230942342,0.9957346788900849,0.06533339277373887,0.24454383123970086,0.021504481375972214,0.011476512939094454,0.27546816438103683,0.0016937082011262631,0.9715786031325899,0.7664513168357507,0.24454383123970086,0.18902429996434827,0.1436700568084149,0.005820455388619561,0.7664513168357507,0.21552520286211885,0.2760651199116683,0.07790405613643969,0.07715881289411233
8,0.8683054291071132,0.5055661927233656,0.7601871187665069,0.011295758753449518,0.06571195489016265,0.002787196891182579,0.0656517046644305,0.6372622454319301,0.0001316027624581022,0.6709953886884673,0.3804009711924447,0.06571195489016265,0.49773226172389934,0.0319797747604433,0.0005752341216014294,0.3804009711924447,0.05543239622214482,0.07723893061641451,0.2752407688182613,0.014006161208573993
9,0.8996597419531114,0.5490317225487293,0.8009274253220594,0.014061571510771496,0.07780726718457287,0.003576364994453263,0.055342679417724715,0.5939061353260967,0.00017881144163597428,0.7150479092702229,0.4198089096754386,0.07780726718457287,0.4572747348402191,0.0386404419466208,0.0007605807053076193,0.4198089096754386,0.06579622611045051,0.09098550475172072,0.24427440247535576,0.017348272950414936
10,0.7162346856856187,0.3446533415815344,0.5879937685592034,0.004514724158149802,0.03185239541721561,0.0009817875883220606,0.123947500661257,0.8038473742980288,3.672974080731333e-05,0.49712813460686006,0.24327796254544978,0.03185239541721561,0.6683375255028585,0.01424910423417094,0.0001786293593803306,0.24327796254544978,0.02636032315464879,0.038238370040279475,0.4206763636791775,0.005717052713232944
11,0.09054240699457523,0.017561305536198477,0.05491648975794686,1.8467888104363648e-05,0.00032293244143974365,2.191442482305976e-06,0.8023424455913853,0.7646269463097298,2.6998771148126216e-08,0.03795309704926359,0.009159410002121858,0.00032293244143974365,0.8610806849787659,9.645656322671529e-05,2.1745222013549193e-07,0.009159410002121858,0.0002414587822809323,0.00042894361047824715,0.9924349400518054,2.5870049940528182e-05
12,0.21637472294853294,0.5487714173933654,0.30998438068298056,0.7646824556028973,0.9943500524983988,0.5060713027206601,2.6373860374740907e-05,0.005822100199976222,0.14355032336444812,0.38286370309041495,0.6812796797705408,0.9943500524983988,0.0028272556093586303,0.9302251662507071,0.2746283481581395,0.6812796797705408,0.9793469323392537,1.0,0.0005745826043505154,0.8038145087499692
