,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,1.0,0.022,0.168,0.011,0.265,0.992,0.013,0.005,0.01,0.013,0.013,0.517,0.897,0.599,0.003,0.007,0.726,0.014,0.879,0.205,0.021,0.012,0.012,0.012,0.886,0.979,0.967,0.007,0.021,0.378,0.007,0.0,0.019,0.4,0.023,0.995,0.016,0.672,0.007,0.067,0.595,0.12,0.011,0.004,0.687,0.006,0.627,0.006,0.011,0.007
1,0.022,1.0,0.848,0.207,0.004,0.008,0.108,0.088,0.009,0.629,0.014,0.427,0.13,0.004,0.079,0.048,0.003,0.063,0.14,0.832,0.433,0.014,0.18,0.009,0.0,0.051,0.006,0.981,0.372,0.656,0.826,0.94,0.627,0.583,0.504,0.021,0.182,0.333,0.779,0.967,0.392,0.918,0.002,0.956,0.278,0.002,0.003,0.003,0.028,0.004
2,0.168,0.848,1.0,0.043,0.009,0.099,0.025,0.014,0.001,0.328,0.001,0.795,0.39,0.019,0.005,0.01,0.018,0.007,0.454,0.999,0.136,0.0,0.038,0.001,0.048,0.245,0.078,0.755,0.134,0.932,0.472,0.648,0.256,0.893,0.203,0.142,0.034,0.687,0.442,0.967,0.752,0.995,0.0,0.708,0.593,0.0,0.01,0.001,0.005,0.0
3,0.011,0.207,0.043,1.0,0.012,0.011,0.94,0.909,0.159,0.718,0.307,0.0,0.011,0.015,0.833,0.678,0.021,0.721,0.011,0.039,0.917,0.221,0.996,0.137,0.016,0.017,0.011,0.303,0.939,0.007,0.528,0.371,0.774,0.004,0.826,0.019,0.985,0.003,0.593,0.115,0.0,0.072,0.109,0.344,0.006,0.085,0.015,0.152,0.37,0.068
4,0.265,0.004,0.009,0.012,1.0,0.374,0.01,0.016,0.002,0.005,0.002,0.039,0.14,0.843,0.015,0.012,0.718,0.016,0.122,0.02,0.006,0.001,0.018,0.001,0.563,0.219,0.39,0.006,0.016,0.025,0.013,0.004,0.009,0.031,0.013,0.321,0.012,0.056,0.007,0.007,0.044,0.012,0.0,0.007,0.071,0.0,0.806,0.0,0.008,0.0
5,0.992,0.008,0.099,0.011,0.374,1.0,0.008,0.011,0.012,0.017,0.011,0.411,0.822,0.655,0.013,0.011,0.816,0.013,0.754,0.148,0.026,0.013,0.014,0.009,0.939,0.93,0.996,0.003,0.013,0.273,0.006,0.001,0.023,0.304,0.02,0.997,0.012,0.527,0.007,0.047,0.486,0.085,0.004,0.0,0.599,0.008,0.738,0.012,0.015,0.003
6,0.013,0.108,0.025,0.94,0.01,0.008,1.0,1.0,0.335,0.524,0.48,0.0,0.006,0.016,0.979,0.876,0.012,0.907,0.004,0.013,0.735,0.341,0.965,0.279,0.009,0.016,0.016,0.165,0.765,0.001,0.363,0.223,0.543,0.0,0.648,0.01,0.972,0.003,0.352,0.065,0.002,0.027,0.246,0.186,0.004,0.148,0.016,0.242,0.575,0.136
7,0.005,0.088,0.014,0.909,0.016,0.011,1.0,1.0,0.338,0.462,0.537,0.0,0.008,0.023,0.989,0.892,0.015,0.922,0.008,0.01,0.674,0.384,0.931,0.3,0.014,0.007,0.011,0.16,0.73,0.003,0.311,0.183,0.488,0.0,0.603,0.012,0.95,0.005,0.36,0.03,0.003,0.029,0.233,0.163,0.004,0.171,0.019,0.272,0.648,0.135
8,0.01,0.009,0.001,0.159,0.002,0.012,0.335,0.338,1.0,0.062,0.948,0.001,0.01,0.009,0.433,0.61,0.004,0.544,0.003,0.0,0.1,0.999,0.225,0.995,0.013,0.006,0.015,0.008,0.103,0.0,0.028,0.014,0.071,0.0,0.064,0.008,0.246,0.0,0.031,0.006,0.002,0.001,0.971,0.022,0.001,0.885,0.006,0.981,0.902,0.862
9,0.013,0.629,0.328,0.718,0.005,0.017,0.524,0.462,0.062,1.0,0.081,0.052,0.003,0.006,0.396,0.253,0.005,0.308,0.0,0.263,0.938,0.067,0.678,0.04,0.015,0.014,0.022,0.746,0.917,0.146,0.944,0.828,0.995,0.111,0.976,0.011,0.631,0.014,0.977,0.476,0.042,0.372,0.034,0.809,0.005,0.018,0.019,0.03,0.12,0.012
