,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,1.0,0.021,0.208,0.001,0.33,0.41,0.013,0.045,0.0,0.106,0.0,0.0,0.066,0.741,0.184,0.583,0.0,0.41,0.001,0.002,0.138,0.336,0.014,0.008,0.055,0.0,0.003,0.029,0.001,0.008,0.007,0.0,0.273,0.151,0.005,0.102,0.001,0.144,0.353,0.046,0.122,0.086,0.029,0.104,0.106,0.137,0.0,0.125,0.243,0.001,0.043,0.0,0.009,0.013,0.08,0.14,0.125,0.342,0.001,0.005,0.039,0.0,0.012,0.112,0.001,0.003,0.298,0.098,0.065,0.152,0.393,0.162,0.296,0.007,0.216,0.602,0.052,0.109,0.0,0.106
1,0.021,1.0,0.024,0.17,0.053,0.149,0.053,0.0,0.035,0.011,0.157,0.03,0.203,0.002,0.032,0.042,0.231,0.139,0.025,0.01,0.293,0.0,0.596,0.051,0.049,0.196,0.366,0.204,0.014,0.068,0.02,0.046,0.004,0.035,0.024,0.093,0.219,0.022,0.028,0.001,0.013,0.003,0.292,0.011,0.084,0.031,0.109,0.154,0.02,0.225,0.139,0.028,0.052,0.595,0.004,0.005,0.117,0.002,0.362,0.042,0.006,0.102,0.577,0.1,0.017,0.219,0.06,0.252,0.033,0.22,0.14,0.058,0.091,0.271,0.012,0.026,0.079,0.084,0.036,0.056
2,0.208,0.024,1.0,0.032,0.078,0.078,0.065,0.039,0.0,0.094,0.028,0.002,0.029,0.26,0.539,0.283,0.004,0.074,0.0,0.07,0.021,0.026,0.003,0.023,0.271,0.026,0.048,0.012,0.0,0.045,0.105,0.0,0.228,0.175,0.001,0.132,0.007,0.189,0.124,0.047,0.013,0.004,0.031,0.178,0.125,0.195,0.087,0.204,0.054,0.006,0.028,0.001,0.02,0.007,0.001,0.118,0.022,0.037,0.053,0.003,0.021,0.07,0.007,0.024,0.0,0.003,0.367,0.239,0.005,0.463,0.08,0.771,0.009,0.07,1.0,0.187,0.115,0.141,0.0,0.24
3,0.001,0.17,0.032,1.0,0.085,0.001,0.102,0.007,0.249,0.008,1.0,0.178,0.35,0.0,0.002,0.0,0.067,0.001,0.229,0.044,0.328,0.005,0.1,0.428,0.011,1.0,0.08,0.424,0.242,0.077,0.015,0.154,0.0,0.051,0.213,0.016,0.3,0.034,0.004,0.006,0.004,0.044,0.265,0.089,0.011,0.048,0.308,0.046,0.0,0.308,0.119,0.259,0.417,0.101,0.027,0.006,0.069,0.001,0.068,0.429,0.087,0.297,0.086,0.079,0.245,0.064,0.012,0.11,0.199,0.037,0.0,0.002,0.259,0.145,0.025,0.022,0.129,0.009,0.242,0.0
4,0.33,0.053,0.078,0.085,1.0,0.326,0.064,0.25,0.022,0.547,0.063,0.217,0.097,0.433,0.004,0.263,0.0,0.33,0.012,0.124,0.414,0.009,0.078,0.006,0.024,0.071,0.077,0.142,0.089,0.091,0.261,0.091,0.125,0.013,0.123,0.034,0.008,0.01,0.065,0.273,0.544,0.188,0.082,0.016,0.018,0.015,0.04,0.014,0.592,0.003,0.126,0.033,0.008,0.079,0.208,0.524,0.208,0.001,0.069,0.038,0.274,0.042,0.074,0.206,0.014,0.0,0.109,0.202,0.127,0.115,0.282,0.021,0.405,0.128,0.078,0.246,0.002,0.03,0.028,0.034
5,0.41,0.149,0.078,0.001,0.326,1.0,0.195,0.199,0.001,0.127,0.0,0.023,0.086,0.203,0.126,0.054,0.036,1.0,0.004,0.105,0.04,0.106,0.085,0.007,0.338,0.001,0.019,0.076,0.006,0.056,0.265,0.025,0.364,0.001,0.028,0.172,0.039,0.0,0.159,0.2,0.246,0.004,0.055,0.009,0.173,0.003,0.161,0.011,0.258,0.062,0.161,0.002,0.001,0.091,0.003,0.163,0.039,0.35,0.021,0.02,0.025,0.177,0.068,0.031,0.006,0.035,0.044,0.215,0.058,0.08,1.0,0.213,0.218,0.074,0.065,0.112,0.042,0.183,0.0,0.037
6,0.013,0.053,0.065,0.102,0.064,0.195,1.0,0.202,0.017,0.223,0.092,0.069,0.125,0.011,0.152,0.024,0.285,0.179,0.066,0.25,0.17,0.032,0.02,0.02,0.14,0.108,0.03,0.135,0.224,0.003,0.117,0.211,0.175,0.157,0.227,0.321,0.094,0.157,0.042,0.222,0.267,0.039,0.092,0.013,0.36,0.177,0.078,0.001,0.373,0.079,0.871,0.016,0.018,0.017,0.023,0.205,0.241,0.001,0.036,0.111,0.295,0.067,0.017,0.257,0.066,0.251,0.201,0.016,0.041,0.017,0.164,0.109,0.091,0.009,0.063,0.071,0.009,0.348,0.011,0.086
7,0.045,0.0,0.039,0.007,0.25,0.199,0.202,1.0,0.009,0.067,0.004,0.034,0.026,0.122,0.244,0.045,0.0,0.202,0.0,0.256,0.055,0.086,0.019,0.042,0.016,0.008,0.202,0.009,0.003,0.03,0.219,0.006,0.11,0.224,0.006,0.11,0.002,0.216,0.104,1.0,0.062,0.517,0.001,0.071,0.105,0.218,0.026,0.058,0.136,0.004,0.26,0.006,0.039,0.008,0.524,0.062,0.095,0.232,0.205,0.022,0.073,0.029,0.011,0.09,0.0,0.0,0.001,0.057,0.034,0.028,0.21,0.082,0.034,0.057,0.05,0.031,0.148,0.105,0.008,0.1
8,0.0,0.035,0.0,0.249,0.022,0.001,0.017,0.009,1.0,0.003,0.244,0.166,0.062,0.0,0.052,0.087,0.155,0.005,0.821,0.047,0.047,0.001,0.223,0.243,0.056,0.257,0.166,0.135,0.297,0.001,0.261,0.282,0.014,0.015,0.266,0.034,0.402,0.022,0.005,0.007,0.066,0.007,0.112,0.26,0.047,0.02,0.152,0.42,0.026,0.388,0.036,1.0,0.257,0.234,0.009,0.005,0.2,0.0,0.182,0.366,0.073,0.174,0.209,0.204,0.853,0.17,0.055,0.178,0.018,0.038,0.003,0.024,0.034,0.196,0.0,0.0,0.477,0.042,1.0,0.001
9,0.106,0.011,0.094,0.008,0.547,0.127,0.223,0.067,0.003,1.0,0.005,0.095,0.056,0.122,0.077,0.06,0.005,0.164,0.007,0.413,0.081,0.422,0.026,0.015,0.083,0.013,0.136,0.081,0.011,0.293,0.481,0.016,0.211,0.444,0.014,0.261,0.011,0.47,0.168,0.059,0.724,0.249,0.004,0.103,0.241,0.384,0.016,0.015,0.731,0.015,0.245,0.0,0.018,0.024,0.229,1.0,0.314,0.163,0.136,0.007,0.642,0.02,0.025,0.353,0.002,0.005,0.055,0.04,0.256,0.028,0.133,0.112,0.105,0.193,0.125,0.369,0.003,0.242,0.004,0.125
10,0.0,0.157,0.028,1.0,0.063,0.0,0.092,0.004,0.244,0.005,1.0,0.192,0.329,0.0,0.005,0.0,0.068,0.001,0.276,0.054,0.318,0.004,0.078,0.399,0.009,1.0,0.077,0.443,0.226,0.081,0.009,0.158,0.0,0.044,0.203,0.007,0.305,0.041,0.005,0.012,0.005,0.038,0.242,0.081,0.008,0.041,0.317,0.052,0.001,0.324,0.122,0.243,0.385,0.086,0.038,0.006,0.064,0.0,0.092,0.435,0.099,0.339,0.087,0.081,0.264,0.074,0.015,0.1,0.197,0.043,0.0,0.001,0.26,0.128,0.031,0.026,0.109,0.01,0.244,0.001
