,1,2,3,4,5,6,7,8,9,10,11,12,13
0,2.645551708286142,0.6022420699569367,1.7975957964390796,0.809688828244792,1.9464215353762848,1.9716202170804908,1.8027704678827507,0.8891299962989981,1.8631527409302244,1.168715355772312,1.4303186065124263,3.0495313304076745,1.7635045780136713
1,1.7940147521815393,0.6457028378919734,1.3103969357219458,0.09716265938937499,1.02443238704015,1.8091240453430877,1.603935489807447,0.7705793301257983,0.862203662026221,0.830967340113341,1.4558600102001482,2.4511327297239043,1.729892673731327
2,1.7609453558279633,1.00580634363942,2.2007948535842936,1.2955021251916676,1.0585801332748215,1.9716202170804908,1.9220714547279327,1.0076806624721977,2.3784928607619884,1.1794375149995808,1.4047772028247045,2.186456425575314,2.032399812272427
3,2.7612945955236596,0.7512504171627766,1.915195521439767,1.0040141470235424,1.4683530880908815,3.109093419242313,2.0877672697906853,0.6520286639525984,1.7541384848119668,1.7477119540448334,0.970573340133432,2.508671056712729,2.6934339298252006
4,1.8270841485351168,1.1486060097116833,2.536794067871972,1.6841527627491675,1.6390918192642399,1.9716202170804908,1.5575406615898764,1.5411586602515965,1.3973645556976686,0.8148841012724377,1.4303186065124263,1.9102724560289588,1.0240426838020937
5,2.620749661020959,0.6332854756248201,1.8311957178678475,0.7449137219852087,1.43420534185621,2.480774888524354,2.021488943765584,1.2447819948185972,1.5460203594952926,1.4662552743290245,1.4558600102001482,1.8182111328468402,2.626210121260512
6,2.7778292937004494,0.7015809680941634,1.8311957178678475,0.6477510625958337,0.8878414021014633,1.6466278736056845,1.4448675073472044,1.0076806624721977,1.5559307464151344,1.06417430330644,1.3792357991369826,2.658270706883671,2.267683142248838
7,2.5050067737834407,0.8754240398343099,2.0999950892979897,1.1335643595427094,1.741535057968255,1.7549586547639537,1.4382396747446942,1.0669559955587977,0.832472501266696,1.0105635071700954,1.48140141388787,2.658270706883671,2.2788871103429527
8,3.141592653589793,0.5587813020218999,1.3607968178650973,0.5505884032064587,0.9219891483361349,1.9716202170804908,1.7497478070626697,0.9484053293855977,1.5559307464151344,1.0507716042723538,1.5324842212633139,1.8182111328468402,1.7186887056372122
9,2.339659792015556,0.37872954914817675,1.5287964250089368,0.8744639345043754,0.9561368945708066,2.1666156231653746,1.8624209613053413,0.5334779977793989,1.4270957164571931,1.5922406452494342,1.3536943954492606,2.6237477106903766,1.7186887056372122
10,2.5380761701370167,0.8816327209678868,1.5791963071520883,1.1983394658022923,1.1951711182135083,2.134116388817894,1.9750941155480133,0.5334779977793989,1.952346223208799,1.1982012936473014,1.966688083954586,2.186456425575314,2.7606577383898894
11,2.554610868313805,0.4594424038846734,1.6127962285808561,1.0040141470235424,0.8536936558667917,1.3216355301308786,1.3852170139246136,0.7705793301257983,1.1496048827016279,0.9971608081360094,1.7623568544528105,1.7836881366535453,2.245275206060608
12,2.2487189520432205,0.61465943222409,1.7639958750103117,0.8744639345043754,0.6488071784587616,1.7549586547639537,1.603935489807447,0.9484053293855977,1.3874541687778266,1.157993196545043,1.7112740470773666,1.8757494598356639,2.3349069508135267
