,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,1.5707963267948966
60,1.5707963267948966
61,1.5707963267948966
62,1.5707963267948966
63,1.5707963267948966
64,1.5707963267948966
65,1.5707963267948966
66,1.5707963267948966
67,1.5707963267948966
68,1.5707963267948966
69,1.5707963267948966
70,1.5707963267948966
71,1.5707963267948966
72,1.5707963267948966
73,1.5707963267948966
74,1.5707963267948966
75,1.5707963267948966
76,1.5707963267948966
77,1.5707963267948966
78,1.5707963267948966
79,1.5707963267948966
80,1.5707963267948966
81,1.5707963267948966
82,1.5707963267948966
83,1.5707963267948966
84,1.5707963267948966
85,1.5707963267948966
86,1.5707963267948966
87,1.5707963267948966
88,1.5707963267948966
89,1.5707963267948966
90,1.5707963267948966
91,1.5707963267948966
92,1.5707963267948966
93,1.5707963267948966
94,1.5707963267948966
95,1.5707963267948966
96,1.5707963267948966
97,1.5707963267948966
98,1.5707963267948966
99,1.5707963267948966
100,1.5707963267948966
101,1.5707963267948966
102,1.5707963267948966
103,1.5707963267948966
104,1.5707963267948966
105,1.5707963267948966
106,1.5707963267948966
107,1.5707963267948966
108,1.5707963267948966
109,1.5707963267948966
110,1.5707963267948966
111,1.5707963267948966
112,1.5707963267948966
113,1.5707963267948966
114,1.5707963267948966
115,1.5707963267948966
116,1.5707963267948966
117,1.5707963267948966
118,1.5707963267948966
119,1.5707963267948966
120,1.5707963267948966
121,1.5707963267948966
122,1.5707963267948966
123,1.5707963267948966
124,1.5707963267948966
125,1.5707963267948966
126,1.5707963267948966
127,1.5707963267948966
128,1.5707963267948966
129,1.5707963267948966
130,3.141592653589793
131,3.141592653589793
132,3.141592653589793
133,3.141592653589793
134,3.141592653589793
135,3.141592653589793
136,3.141592653589793
137,3.141592653589793
138,3.141592653589793
139,3.141592653589793
140,3.141592653589793
141,3.141592653589793
142,3.141592653589793
143,3.141592653589793
144,3.141592653589793
145,3.141592653589793
146,3.141592653589793
147,3.141592653589793
148,3.141592653589793
149,3.141592653589793
150,3.141592653589793
151,3.141592653589793
152,3.141592653589793
153,3.141592653589793
154,3.141592653589793
155,3.141592653589793
156,3.141592653589793
157,3.141592653589793
158,3.141592653589793
159,3.141592653589793
160,3.141592653589793
161,3.141592653589793
162,3.141592653589793
163,3.141592653589793
164,3.141592653589793
165,3.141592653589793
166,3.141592653589793
167,3.141592653589793
168,3.141592653589793
169,3.141592653589793
170,3.141592653589793
171,3.141592653589793
172,3.141592653589793
173,3.141592653589793
174,3.141592653589793
175,3.141592653589793
176,3.141592653589793
177,3.141592653589793
