,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1.0,0.002,0.146,0.148,0.042,0.126,0.16,0.485,0.07,0.096,0.067,0.141,0.198,0.258,0.041,0.012,0.152,0.044,0.031,0.039
1,0.002,1.0,0.26,0.007,0.002,0.007,0.109,0.016,0.246,0.005,0.007,0.069,0.275,0.171,0.067,0.052,0.319,0.537,0.113,0.156
2,0.146,0.26,1.0,0.232,0.015,0.238,0.21,0.248,0.072,0.147,0.06,0.427,0.0,0.001,0.027,0.031,0.0,0.395,0.012,0.044
3,0.148,0.007,0.232,1.0,0.032,0.996,0.282,0.489,0.07,0.074,0.03,0.297,0.035,0.039,0.188,0.436,0.115,0.179,0.028,0.009
4,0.042,0.002,0.015,0.032,1.0,0.029,0.005,0.0,0.014,0.119,0.741,0.014,0.016,0.05,0.047,0.012,0.12,0.111,0.503,0.078
5,0.126,0.007,0.238,0.996,0.029,1.0,0.287,0.475,0.073,0.065,0.025,0.282,0.038,0.049,0.188,0.469,0.094,0.154,0.028,0.011
6,0.16,0.109,0.21,0.282,0.005,0.287,1.0,0.75,0.745,0.011,0.054,0.021,0.3,0.255,0.11,0.184,0.015,0.044,0.103,0.037
7,0.485,0.016,0.248,0.489,0.0,0.475,0.75,1.0,0.265,0.042,0.058,0.151,0.013,0.019,0.056,0.134,0.023,0.047,0.041,0.003
8,0.07,0.246,0.072,0.07,0.014,0.073,0.745,0.265,1.0,0.128,0.028,0.161,0.811,0.661,0.125,0.138,0.152,0.127,0.142,0.078
9,0.096,0.005,0.147,0.074,0.119,0.065,0.011,0.042,0.128,1.0,0.016,0.345,0.264,0.207,0.034,0.0,0.044,0.068,0.072,0.177
10,0.067,0.007,0.06,0.03,0.741,0.025,0.054,0.058,0.028,0.016,1.0,0.047,0.012,0.063,0.112,0.111,0.039,0.037,0.521,0.048
11,0.141,0.069,0.427,0.297,0.014,0.282,0.021,0.151,0.161,0.345,0.047,1.0,0.463,0.599,0.024,0.058,0.271,0.273,0.041,0.04
12,0.198,0.275,0.0,0.035,0.016,0.038,0.3,0.013,0.811,0.264,0.012,0.463,1.0,0.79,0.076,0.053,0.351,0.181,0.125,0.099
13,0.258,0.171,0.001,0.039,0.05,0.049,0.255,0.019,0.661,0.207,0.063,0.599,0.79,1.0,0.063,0.084,0.295,0.068,0.118,0.107
14,0.041,0.067,0.027,0.188,0.047,0.188,0.11,0.056,0.125,0.034,0.112,0.024,0.076,0.063,1.0,0.838,0.111,0.021,0.043,0.202
15,0.012,0.052,0.031,0.436,0.012,0.469,0.184,0.134,0.138,0.0,0.111,0.058,0.053,0.084,0.838,1.0,0.134,0.093,0.066,0.163
16,0.152,0.319,0.0,0.115,0.12,0.094,0.015,0.023,0.152,0.044,0.039,0.271,0.351,0.295,0.111,0.134,1.0,0.082,0.018,0.574
17,0.044,0.537,0.395,0.179,0.111,0.154,0.044,0.047,0.127,0.068,0.037,0.273,0.181,0.068,0.021,0.093,0.082,1.0,0.122,0.007
18,0.031,0.113,0.012,0.028,0.503,0.028,0.103,0.041,0.142,0.072,0.521,0.041,0.125,0.118,0.043,0.066,0.018,0.122,1.0,0.02
19,0.039,0.156,0.044,0.009,0.078,0.011,0.037,0.003,0.078,0.177,0.048,0.04,0.099,0.107,0.202,0.163,0.574,0.007,0.02,1.0
