,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1.0,0.003,0.339,0.022,0.0,0.086,0.201,0.21,0.155,0.197,0.089,0.242,0.046,0.194,0.006,0.243,0.236,0.247,0.167,0.254
1,0.003,1.0,0.43,0.001,0.09,0.05,0.033,0.101,0.097,0.268,0.041,0.029,0.082,0.234,0.016,0.047,0.09,0.016,0.112,0.088
2,0.339,0.43,1.0,0.189,0.001,0.174,0.201,0.14,0.107,0.151,0.017,0.137,0.043,0.064,0.237,0.056,0.15,0.494,0.13,0.03
3,0.022,0.001,0.189,1.0,0.15,0.014,0.0,0.097,0.157,0.048,0.308,0.076,0.091,0.15,0.479,0.327,0.262,0.251,0.14,0.115
4,0.0,0.09,0.001,0.15,1.0,0.009,0.08,0.163,0.022,0.001,0.111,0.077,0.147,0.039,0.012,0.04,0.006,0.002,0.024,0.008
5,0.086,0.05,0.174,0.014,0.009,1.0,0.293,0.528,0.013,0.054,0.016,0.457,0.302,0.065,0.01,0.048,0.085,0.127,0.01,0.016
6,0.201,0.033,0.201,0.0,0.08,0.293,1.0,0.007,0.002,0.007,0.036,0.79,0.22,0.009,0.014,0.165,0.048,0.108,0.002,0.072
7,0.21,0.101,0.14,0.097,0.163,0.528,0.007,1.0,0.022,0.094,0.118,0.17,0.129,0.182,0.001,0.032,0.235,0.203,0.022,0.036
8,0.155,0.097,0.107,0.157,0.022,0.013,0.002,0.022,1.0,0.257,0.074,0.016,0.06,0.049,0.184,0.014,0.156,0.115,1.0,0.029
9,0.197,0.268,0.151,0.048,0.001,0.054,0.007,0.094,0.257,1.0,0.316,0.001,0.064,0.168,0.119,0.054,0.133,0.08,0.235,0.149
10,0.089,0.041,0.017,0.308,0.111,0.016,0.036,0.118,0.074,0.316,1.0,0.113,0.153,0.004,0.08,0.06,0.238,0.058,0.083,0.002
11,0.242,0.029,0.137,0.076,0.077,0.457,0.79,0.17,0.016,0.001,0.113,1.0,0.244,0.055,0.009,0.471,0.034,0.037,0.017,0.215
12,0.046,0.082,0.043,0.091,0.147,0.302,0.22,0.129,0.06,0.064,0.153,0.244,1.0,0.003,0.045,0.073,0.08,0.019,0.049,0.067
13,0.194,0.234,0.064,0.15,0.039,0.065,0.009,0.182,0.049,0.168,0.004,0.055,0.003,1.0,0.052,0.536,0.05,0.04,0.038,0.803
14,0.006,0.016,0.237,0.479,0.012,0.01,0.014,0.001,0.184,0.119,0.08,0.009,0.045,0.052,1.0,0.01,0.18,0.261,0.198,0.004
15,0.243,0.047,0.056,0.327,0.04,0.048,0.165,0.032,0.014,0.054,0.06,0.471,0.073,0.536,0.01,1.0,0.018,0.022,0.021,0.789
16,0.236,0.09,0.15,0.262,0.006,0.085,0.048,0.235,0.156,0.133,0.238,0.034,0.08,0.05,0.18,0.018,1.0,0.645,0.161,0.051
17,0.247,0.016,0.494,0.251,0.002,0.127,0.108,0.203,0.115,0.08,0.058,0.037,0.019,0.04,0.261,0.022,0.645,1.0,0.115,0.017
18,0.167,0.112,0.13,0.14,0.024,0.01,0.002,0.022,1.0,0.235,0.083,0.017,0.049,0.038,0.198,0.021,0.161,0.115,1.0,0.034
19,0.254,0.088,0.03,0.115,0.008,0.016,0.072,0.036,0.029,0.149,0.002,0.215,0.067,0.803,0.004,0.789,0.051,0.017,0.034,1.0
