,0,1
0,1.9123767749650302,2.5392737481770906
1,4.118925770912271,4.730001759320142
2,4.2089924653100965,4.0578494675119945
3,3.9236535639741312,4.476297136337764
4,1.7999281835748877,2.1093020331852457
5,4.004952526065058,4.746265936952182
6,1.6256516026111743,2.2159718595332616
7,2.403593854727811,2.3841433138497843
8,4.017813647792329,3.773551934178628
9,1.9208303163805898,1.9907689394808812
10,4.227789596206062,4.349905991755304
11,2.0595831656735064,2.383641813202359
12,2.1333201242273807,2.009928439109008
13,4.645342932336838,4.628378119857774
14,1.9068424173442935,2.347667920707939
15,4.098997571114807,4.1181444775202465
16,2.171944233708191,2.258212227271337
17,4.055446761486447,4.139148688832884
18,1.7773310837572678,1.9597758783208996
19,4.430358200011386,4.269830883298733
20,2.3018000721242107,2.315633333318876
21,4.049533083311763,4.195301402286176
22,3.997847774831073,3.705470102758612
23,2.2274227108656386,2.064290485792205
24,4.330655405120624,4.424334852654767
25,1.7495119683523148,2.1667834520621883
26,2.262595874282237,1.6668015314086473
27,4.734895688744595,4.477692984296636
28,4.247568563305131,4.185257054549575
29,2.0598027763555193,2.0156896773374466
30,3.9283832382566906,4.11821249060503
31,1.7860720541114559,2.304316568680187
32,2.2093711623409424,2.2764192330533777
33,2.3895042329527185,2.270629435032312
34,4.315106248837911,4.590133228886446
35,3.8364205446127015,4.35286446919988
36,2.324548078624686,1.9212002625504698
37,1.9713372232837816,2.2241431098966515
38,4.634990740011559,4.180448943204332
39,1.9273361299821892,1.966674435303686
40,1.9028556039561635,1.877874383779348
41,4.124686215533981,4.035385954164302
42,4.33602117398887,3.941241272745883
43,3.778905204953659,4.757155879818752
44,4.466562824021607,4.036800960219798
45,1.7857583256828018,2.0118105961659403
46,3.8954766690762708,4.494639501395424
47,2.234731572489033,1.941326141275123
48,1.9012524939352378,1.7253015568521937
49,1.5521449162718741,2.6475947519035086
50,4.497138269673103,4.834761676864679
51,4.002392183017086,4.080487415070269
52,4.273859572812635,4.624342849226745
53,2.0531724651668677,2.699015972919791
54,3.9002086037299906,4.443305025445783
55,4.399592989847947,4.482016282991733
56,4.217073811660536,4.6936432252143625
57,4.276776327008909,4.336485814114396
58,2.674008284392935,2.452865933340021
59,1.3840259877752588,2.2575369805409813
60,1.9248351709096272,1.989078772593743
61,4.359891826948136,3.8243868755312516
62,2.012186718944916,2.121402307396786
63,4.540115145798609,3.905015411280566
64,2.012687796034282,1.6470211184631722
65,4.550648900848549,4.187198822948814
66,2.090795084406804,2.1967701572985106
67,1.9231816677321474,1.500593143484431
68,1.9884963729685308,2.194337040469777
69,4.131719304386367,4.1544630325697
70,4.163638032026735,4.449983379562675
71,4.438903987314601,4.267876039606377
72,4.536700603328431,3.946449257722955
73,2.0888408248560584,1.897926555126474
74,4.707207924654637,4.342369339113665
75,4.749710522323037,4.63136232810412
76,4.127479433818758,4.562329314198658
77,3.9489045873182618,4.517391509146506
78,4.065241014998344,4.416272510895415
79,2.341675467389655,2.1806068642233702
80,3.9677731341799283,3.8221058142535034
81,1.6831886018327298,2.1122704305632625
82,2.0848399461445313,1.7828858733542443
83,3.8036145789066915,4.178420772503934
84,3.9957931761459684,4.338823736742805
85,4.564427995616438,4.556961916907936
86,4.872813622520107,4.4879742061862995
87,2.121489190982554,2.2512866747359075
88,2.06577864995352,2.3682416874749617
89,3.9075272937788488,4.461193286520581
90,1.88043789941576,1.9108951382220665
91,4.73906643983922,3.8748060478962
92,2.1702271430049382,2.0690930159756653
93,2.137213116051902,2.157455857694135
94,3.7992542355168597,4.359121384776764
95,1.7458552925782438,2.5388938704965907
96,4.1519887388172165,4.250352363307155
97,2.2354875599434583,2.119000693346921
98,2.0788630925656597,2.0666441063759144
99,2.2809306104330496,2.05266250198836
100,3.552409793470232,4.410169635045292
101,4.389564894182683,4.179608869389948
102,1.7939248783793091,1.8998935063126055
103,1.9965927719989371,2.0313146635153867
104,1.9734941819238276,2.1000236350678336
105,2.338818616282872,2.180203093347503
106,4.734895429197997,3.973908850169146
107,4.319073110855425,4.0068597689694325
108,2.2665816076155965,1.6628162491741192
109,4.054945949158094,4.2438428686158325
110,2.6185497217385776,2.1996970048713695
111,2.279872660855661,2.4435886588097597
112,2.058981793497941,2.3994636387246335
113,4.09868915827723,3.919512075314953
114,4.253121465717411,4.316238759441574
115,1.9355674278465176,2.0317045272180696
116,4.6334320641530224,4.742473951548012
117,4.102105820515503,4.751473338382628
118,3.954842940665993,3.855476976768101
119,4.029377621706673,4.3795761015041945
120,2.305688793685168,1.9705820450873979
121,4.553123312203813,4.320109639797036
122,3.88332628588442,4.111855529396637
123,4.489474581271184,4.1948405928528
124,4.065648677146441,4.138295905505977
125,1.8157453055957566,2.419326381086479
126,1.6719158858425955,2.2586229816732257
127,2.000655504930333,1.7275519231829486
128,4.279913021727194,4.405197615975042
129,4.269276944576591,4.342859436078257
130,2.6997075753258337,2.084044319286747
131,2.0840672439243764,2.018606386721405
132,1.950133897159214,2.2066403644103545
133,4.342953669502973,4.052143262397838
134,1.9102263756538298,2.506325075989779
135,4.238137002427651,4.713044225418119
136,2.295219039750607,1.7773081599088512
137,4.354060592842904,4.324585332414417
138,4.207717484494291,4.345162359392643
139,3.9911505787631443,4.534127374955432
140,2.063739412492834,1.9134020110880265
141,4.0361081946677775,4.014258001930554
142,4.415165462204906,4.344323309054567
143,1.8396350731475137,2.002798731430768
144,3.9215206551808,4.755242146399821
145,1.8427109589619084,1.985660721509028
146,1.877775069796102,1.7030831120845424
147,1.8186905937075264,2.2776728557648744
148,1.7144152221382187,1.9633861510101391
149,3.992628197973471,4.249223538043796
150,4.282789328248726,4.1278528632553995
151,1.7384371527115472,1.7351043917385862
152,1.9923936034083707,2.120586820580892
153,2.4951189329497376,1.5416321141390539
154,4.842482036814199,3.8462890417199445
155,4.489295997082254,4.2587480139243645
156,2.280332913510407,2.2811916856093397
157,4.2910413157490925,4.496576806360834
158,2.2020919164302923,1.3536862788236645
159,2.235323219275253,2.0494597826192162
160,2.711640037630642,1.8117963848706193
161,2.168780451790342,1.8570304156950967
162,2.302191267522976,1.7786628516840455
163,4.488715837958087,4.193863455179726
164,4.341259091748769,3.942937015007209
165,1.9358354685379386,2.081286381031718
166,2.2736038340839584,1.9721065962816489
167,1.8975167255828973,2.508100601880198
168,4.142262630890068,4.27715123641368
169,1.5773979305097798,2.14584581219611
170,5.139085736400954,5.708220838400451
171,1.9969312198474591,0.6618945748703967
172,1.4186979852870751,2.697374455507676
173,5.20697411154756,5.481207130435978
174,0.0,3.2343351843628216
175,2.635121666705372,1.3812867299170977
176,0.7248962968167828,2.1228371501021033
177,6.008792220778607,2.0303114263399196
178,3.2859728173145983,4.468707837156972
179,2.2898482571438947,6.194151183741828
180,6.134222398737685,1.5717951694293304
181,3.147673708652173,1.8869886732085908
182,1.7840268473837153,0.1921797521320415
183,3.8687346768800404,3.1825373085142217
184,0.28585826943639825,1.7442615405106856
185,5.786380960170776,1.4933408916513031
186,0.8855842358370427,3.0976254832435313
187,6.283185307179586,1.509348249087295
188,4.270438163417817,4.844920582824785
189,1.4809866999046832,4.6304735876776295
190,2.316513676074531,4.014733739046383
191,4.022590977277771,3.3950094921773277
192,0.5350227128950668,5.317960312728859
